Species,r_value,p_value,stError,euclidean,distribution
Lactobacillus amylovorus,0.9928,0.0,0.0,0.117,uniform
Clostridium lentocellum,0.9875,0.0,0.0,0.226,uniform
Prevotella denticola,0.9794,0.0,0.0,0.021,uniform
Haliscomenobacter hydrossis,0.9822,0.0,0.0,0.32,uniform
Streptococcus parasanguinis,0.9855,0.0,0.0,0.029,uniform
Runella slithyformis,0.8836,0.0,2e-05,0.497,uniform
Paenibacillus mucilaginosus,0.9885,0.0,0.0,0.468,uniform
Streptococcus pseudopneumoniae,0.9958,0.0,0.0,0.029,uniform
Cyclobacterium marinum,0.9397,0.0,1e-05,0.272,uniform
Emticicia oligotrophica,0.9697,0.0,1e-05,0.317,uniform
Desulfosporosinus orientis,0.9966,0.0,0.0,0.382,uniform
Niastella koreensis,0.9831,0.0,0.0,0.174,uniform
Tannerella forsythia,0.9813,0.0,0.0,0.01,uniform
Clostridium pasteurianum,0.9901,0.0,0.0,0.483,uniform
Solitalea canadensis,0.9533,0.0,1e-05,0.293,uniform
Prevotella dentalis,0.9915,0.0,0.0,0.189,uniform
Corallococcus coralloides,0.8522,0.0,3e-05,0.453,uniform
Rivularia sp,0.9984,0.0,0.0,0.305,uniform
Oscillatoria acuminata,0.9887,0.0,0.0,0.402,uniform
Microcoleus sp,0.98,0.0,1e-05,0.395,uniform
Anabaena cylindrica,0.9869,0.0,0.0,0.286,uniform
Streptococcus constellatus,0.9898,0.0,0.0,0.033,uniform
Streptococcus anginosus,0.9703,0.0,0.0,0.026,uniform
Treponema pedis,0.9897,0.0,0.0,0.322,uniform
Clostridium saccharoperbutylacetonicum,0.9872,0.0,0.0,0.077,uniform
Streptococcus cristatus,0.9621,0.0,0.0,0.024,uniform
Myxococcus fulvus,0.9824,0.0,0.0,0.413,uniform
Streptococcus sp,0.9872,0.0,0.0,0.007,uniform
Bacteroides dorei,0.9959,0.0,0.0,0.384,uniform
Brevibacillus laterosporus,0.9938,0.0,0.0,0.478,uniform
Pelosinus sp,0.9985,0.0,0.0,0.443,uniform
Treponema sp,0.9785,0.0,0.0,0.009,uniform
Treponema putidum,0.9992,0.0,0.0,0.111,uniform
Paenibacillus borealis,0.9848,0.0,0.0,0.329,uniform
Parvimonas micra,0.9869,0.0,0.0,0.204,uniform
Clostridium scatologenes,0.9857,0.0,0.0,0.223,uniform
Pelosinus fermentans,0.9654,0.0,1e-05,0.293,uniform
Sandaracinus amylolyticus,0.9948,0.0,0.0,0.415,uniform
Archangium gephyra,0.975,0.0,0.0,0.474,uniform
Cyclobacterium amurskyense,0.9863,0.0,0.0,0.286,uniform
Actinomyces meyeri,0.9865,0.0,0.0,0.005,uniform
Prevotella fusca,0.9804,0.0,0.0,0.034,uniform
Myxococcus hansupus,0.9946,0.0,0.0,0.403,uniform
Chondromyces crocatus,0.954,0.0,1e-05,0.484,uniform
Campylobacter gracilis,0.9974,0.0,0.0,0.338,uniform
Labilithrix luteola,0.9894,0.0,0.0,0.15,uniform
Capnocytophaga sp,0.9913,0.0,0.0,0.427,uniform
Actinomyces sp,0.9822,0.0,0.0,0.088,uniform
Bacteroides cellulosilyticus,0.9875,0.0,0.0,0.117,uniform
Bacteroides ovatus,0.9928,0.0,0.0,0.169,uniform
Prevotella enoeca,0.9913,0.0,0.0,0.009,uniform
Fusobacterium hwasookii,0.9968,0.0,0.0,0.028,uniform
Actinomyces radicidentis,0.9807,0.0,0.0,0.108,uniform
Actinomyces oris,0.9929,0.0,0.0,0.005,uniform
Gemella sp,0.9767,0.0,0.0,0.039,uniform
Clostridium estertheticum,0.9672,0.0,0.0,0.308,uniform
Minicystis rosea,0.9877,0.0,0.0,0.134,uniform
Streptococcus himalayensis,0.9896,0.0,0.0,0.264,uniform
Moorea producens,0.9984,0.0,0.0,0.338,uniform
Clostridium formicaceticum,0.9966,0.0,0.0,0.431,uniform
Nonomuraea sp,0.9975,0.0,0.0,0.392,uniform
Paenibacillus xylanexedens,0.9894,0.0,0.0,0.362,uniform
Nostocales cyanobacterium,0.9986,0.0,0.0,0.417,uniform
Streptococcus equinus,0.9837,0.0,0.0,0.006,uniform
Neisseria mucosa,0.9935,0.0,0.0,0.033,uniform
Actinomyces gaoshouyii,0.9938,0.0,0.0,0.232,uniform
Veillonella atypica,0.9864,0.0,0.0,0.03,uniform
Paenibacillus donghaensis,0.9814,0.0,0.0,0.231,uniform
Cystobacter fuscus,0.9732,0.0,0.0,0.251,uniform
Melittangium boletus,0.9882,0.0,0.0,0.461,uniform
Capnocytophaga leadbetteri,0.9546,0.0,1e-05,0.273,uniform
Capnocytophaga gingivalis,0.9825,0.0,0.0,0.202,uniform
Bacteroides caccae,0.9979,0.0,0.0,0.405,uniform
Prevotella jejuni,0.9894,0.0,0.0,0.029,uniform
Fusobacterium periodonticum,0.996,0.0,0.0,0.202,uniform
Nostoc flagelliforme,0.9929,0.0,0.0,0.227,uniform
Spirosoma sp,0.9939,0.0,0.0,0.216,uniform
Streptococcus mitis,0.9788,0.0,0.0,0.03,uniform
Streptococcus oralis,0.979,0.0,0.0,0.032,uniform
Streptococcus salivarius,0.9926,0.0,0.0,0.028,uniform
Streptococcus macedonicus,0.9875,0.0,0.0,0.454,uniform
Carnobacterium maltaromaticum,0.986,0.0,0.0,0.349,uniform
Moritella viscosa,0.981,0.0,0.0,0.441,uniform
