Species,r_value,p_value,stError,euclidean,distribution
Streptomyces griseus,0.9415,0.0,1e-05,0.172,uniform
Microcystis aeruginosa,0.9937,0.0,0.0,0.091,uniform
Desulfovibrio magneticus,0.9565,0.0,1e-05,0.253,uniform
Streptococcus dysgalactiae,0.9734,0.0,0.0,0.062,uniform
Kitasatospora setae,0.8913,0.0,1e-05,0.129,uniform
Streptococcus intermedius,0.9565,0.0,0.0,0.007,uniform
Rhodococcus opacus,0.9177,0.0,1e-05,0.102,uniform
Shewanella violacea,0.864,0.0,1e-05,0.066,uniform
Deferribacter desulfuricans,0.9913,0.0,0.0,0.158,uniform
Rothia mucilaginosa,0.9507,0.0,0.0,0.027,uniform
Lactobacillus rhamnosus,0.991,0.0,0.0,0.488,uniform
Erysipelothrix rhusiopathiae,0.8977,0.0,2e-05,0.29,uniform
Anaerolinea thermophila,0.9877,0.0,0.0,0.242,uniform
Oscillibacter valericigenes,0.7707,0.0,2e-05,0.162,uniform
Tetragenococcus halophilus,0.9176,0.0,1e-05,0.101,uniform
Arcobacter sp,0.9677,0.0,0.0,0.038,uniform
Amphibacillus xylanus,0.939,0.0,0.0,0.07,uniform
Microbacterium testaceum,0.8701,0.0,3e-05,0.497,uniform
Streptococcus pasteurianus,0.9463,0.0,0.0,0.039,uniform
Ilumatobacter coccineus,0.8449,0.0,3e-05,0.351,uniform
Solibacillus silvestris,0.979,0.0,0.0,0.068,uniform
Candidatus Arthromitus,0.9574,0.0,1e-05,0.412,uniform
Microlunatus phosphovorus,0.9897,0.0,0.0,0.25,uniform
Bradyrhizobium japonicum,0.8834,0.0,1e-05,0.076,uniform
Eggerthella sp,0.9956,0.0,0.0,0.425,uniform
Pseudogulbenkiania sp,0.9931,0.0,0.0,0.339,uniform
Melissococcus plutonius,0.9588,0.0,1e-05,0.126,uniform
Selenomonas ruminantium,0.9734,0.0,0.0,0.178,uniform
Actinoplanes missouriensis,0.9342,0.0,1e-05,0.133,uniform
Rubrivivax gelatinosus,0.947,0.0,1e-05,0.324,uniform
Bifidobacterium scardovii,0.9099,0.0,2e-05,0.349,uniform
Caldilinea aerophila,0.966,0.0,1e-05,0.154,uniform
Helicobacter cinaedi,0.9806,0.0,1e-05,0.446,uniform
Plautia stali,0.9816,0.0,0.0,0.273,uniform
Bradyrhizobium oligotrophicum,0.8963,0.0,1e-05,0.115,uniform
Enterococcus mundtii,0.9934,0.0,0.0,0.033,uniform
Pseudomonas resinovorans,0.9353,0.0,1e-05,0.186,uniform
Adlercreutzia equolifaciens,0.9495,0.0,1e-05,0.496,uniform
Thermotoga profunda,0.9682,0.0,1e-05,0.412,uniform
Ichthyobacterium seriolicida,0.9861,0.0,0.0,0.317,uniform
Winogradskyella sp,0.9659,0.0,0.0,0.036,uniform
Streptococcus troglodytae,0.9888,0.0,0.0,0.083,uniform
Chryseobacterium sp,0.8076,0.0,1e-05,0.013,uniform
Acinetobacter guillouiae,0.9048,0.0,0.0,0.053,uniform
Thioploca ingrica,0.9896,0.0,0.0,0.098,uniform
Vibrio tritonius,0.9851,0.0,0.0,0.173,uniform
Leptolyngbya boryana,0.827,0.0,1e-05,0.061,uniform
Lactobacillus hokkaidonensis,0.9736,0.0,0.0,0.141,uniform
Methylobacterium aquaticum,0.9574,0.0,1e-05,0.285,uniform
Sulfurospirillum sp,0.9321,0.0,1e-05,0.233,uniform
Sulfurospirillum cavolei,0.9926,0.0,0.0,0.272,uniform
Lactobacillus acetotolerans,0.9869,0.0,0.0,0.41,uniform
Geminocystis sp,0.7743,0.0,1e-05,0.046,uniform
Lysobacter enzymogenes,0.8392,0.0,2e-05,0.289,uniform
Variibacter gotjawalensis,0.9648,0.0,1e-05,0.45,uniform
Fischerella sp,0.9777,0.0,0.0,0.028,uniform
Aneurinibacillus soli,0.9687,0.0,0.0,0.106,uniform
Mucilaginibacter gotjawali,0.9738,0.0,0.0,0.026,uniform
Stanieria sp,0.9758,0.0,0.0,0.026,uniform
Filimonas lacunae,0.9462,0.0,0.0,0.015,uniform
Streptomyces laurentii,0.8328,0.0,2e-05,0.133,uniform
Hafnia sp,0.9693,0.0,0.0,0.24,uniform
Actinomyces naeslundii,0.9949,0.0,0.0,0.021,uniform
Rothia aeria,0.9049,0.0,0.0,0.024,uniform
Fusobacterium varium,0.9768,0.0,0.0,0.023,uniform
Petrimonas sp,0.8325,0.0,1e-05,0.078,uniform
Marinifilaceae bacterium,0.8046,0.0,1e-05,0.013,uniform
Chondrocystis sp,0.9916,0.0,0.0,0.07,uniform
Ureibacillus thermosphaericus,0.9635,0.0,0.0,0.026,uniform
Vibrio rumoiensis,0.9779,0.0,0.0,0.278,uniform
Aquitalea magnusonii,0.9901,0.0,0.0,0.24,uniform
Bacillus halodurans,0.6538,0.0,3e-05,0.066,uniform
Mesorhizobium loti,0.9258,0.0,1e-05,0.102,uniform
Clostridium perfringens,0.9778,0.0,0.0,0.073,uniform
Nostoc sp,0.9509,0.0,0.0,0.039,uniform
Synechocystis sp,0.9272,0.0,2e-05,0.317,uniform
Oceanobacillus iheyensis,0.9815,0.0,0.0,0.086,uniform
Streptomyces avermitilis,0.9872,0.0,0.0,0.083,uniform
Vibrio parahaemolyticus,0.9685,0.0,0.0,0.24,uniform
Corynebacterium efficiens,0.9955,0.0,0.0,0.408,uniform
Vibrio vulnificus,0.8523,0.0,1e-05,0.269,uniform
Bradyrhizobium diazoefficiens,0.7905,0.0,2e-05,0.077,uniform
Gloeobacter violaceus,0.9199,0.0,1e-05,0.305,uniform
Rhodopirellula baltica,0.973,0.0,0.0,0.059,uniform
Photorhabdus luminescens,0.9274,0.0,1e-05,0.15,uniform
Bdellovibrio bacteriovorus,0.9581,0.0,0.0,0.204,uniform
Erwinia carotovora,0.8271,0.0,2e-05,0.323,uniform
Vibrio fischeri,0.909,0.0,1e-05,0.177,uniform
Streptococcus thermophilus,0.9624,0.0,0.0,0.034,uniform
Lactobacillus acidophilus,0.9906,0.0,0.0,0.117,uniform
Haemophilus influenzae,0.9904,0.0,0.0,0.032,uniform
Pseudomonas savastanoi,0.9624,0.0,1e-05,0.286,uniform
Pseudomonas protegens,0.9218,0.0,1e-05,0.118,uniform
Colwellia psychrerythraea,0.9931,0.0,0.0,0.041,uniform
Dechloromonas aromatica,0.9851,0.0,0.0,0.363,uniform
Chlorobium chlorochromatii,0.9859,0.0,0.0,0.415,uniform
Thiomicrospira crunogena,0.9743,0.0,1e-05,0.427,uniform
Desulfovibrio alaskensis,0.8914,0.0,3e-05,0.455,uniform
Myxococcus xanthus,0.9919,0.0,0.0,0.068,uniform
Anabaena variabilis,0.8792,0.0,1e-05,0.038,uniform
Nitrosococcus oceani,0.869,0.0,2e-05,0.394,uniform
Bacteroides vulgatus,0.978,0.0,0.0,0.017,uniform
Parabacteroides distasonis,0.9865,0.0,0.0,0.023,uniform
Carboxydothermus hydrogenoformans,0.981,0.0,0.0,0.375,uniform
Pelobacter carbinolicus,0.9755,0.0,1e-05,0.329,uniform
Geobacter metallireducens,0.9262,0.0,1e-05,0.409,uniform
Sulfurimonas denitrificans,0.9671,0.0,1e-05,0.409,uniform
Paenibacillus polymyxa,0.8891,0.0,1e-05,0.093,uniform
Hahella chejuensis,0.7757,0.0,2e-05,0.054,uniform
Hyphomonas neptunium,0.9817,0.0,0.0,0.475,uniform
Lactobacillus salivarius,0.9793,0.0,0.0,0.111,uniform
Frankia casuarinae,0.8705,0.0,2e-05,0.451,uniform
Anaeromyxobacter dehalogenans,0.9589,0.0,1e-05,0.38,uniform
Syntrophus aciditrophicus,0.956,0.0,1e-05,0.418,uniform
Rhodoferax ferrireducens,0.9927,0.0,0.0,0.24,uniform
Janthinobacterium sp,0.9827,0.0,0.0,0.334,uniform
Paraburkholderia xenovorans,0.9641,0.0,0.0,0.271,uniform
Saccharophagus degradans,0.9199,0.0,1e-05,0.078,uniform
Methylobacillus flagellatus,0.9572,0.0,1e-05,0.382,uniform
Shewanella denitrificans,0.9695,0.0,0.0,0.118,uniform
Pseudomonas stutzeri,0.9891,0.0,0.0,0.4,uniform
Polaromonas sp,0.9906,0.0,0.0,0.188,uniform
Psychrobacter cryohalolentis,0.9922,0.0,0.0,0.223,uniform
Leptospira borgpetersenii,0.7775,0.0,4e-05,0.219,uniform
Candidatus Koribacter,0.966,0.0,0.0,0.147,uniform
Arcobacter butzleri,0.9143,0.0,1e-05,0.092,uniform
Clostridium novyi,0.986,0.0,0.0,0.068,uniform
Cytophaga hutchinsonii,0.9911,0.0,0.0,0.063,uniform
Mycobacterium sp,0.9875,0.0,0.0,0.267,uniform
Streptococcus sanguinis,0.9801,0.0,0.0,0.027,uniform
Pseudoalteromonas atlantica,0.8298,0.0,1e-05,0.09,uniform
Chelativorans sp,0.9901,0.0,0.0,0.333,uniform
Trichodesmium erythraeum,0.9181,0.0,0.0,0.009,uniform
Streptococcus suis,0.8773,0.0,1e-05,0.022,uniform
Lactobacillus gasseri,0.9619,0.0,1e-05,0.323,uniform
Leuconostoc mesenteroides,0.9873,0.0,1e-05,0.494,uniform
Pediococcus pentosaceus,0.9869,0.0,0.0,0.282,uniform
Rhodococcus jostii,0.8671,0.0,2e-05,0.165,uniform
Shewanella sp,0.9164,0.0,1e-05,0.109,uniform
Shewanella frigidimarina,0.9449,0.0,0.0,0.057,uniform
Syntrophomonas wolfei,0.8275,0.0,3e-05,0.325,uniform
Arthrobacter sp,0.9786,0.0,0.0,0.361,uniform
Magnetococcus marinus,0.9816,0.0,0.0,0.226,uniform
Shewanella piezotolerans,0.9727,0.0,0.0,0.059,uniform
Candidatus Solibacter,0.9656,0.0,0.0,0.047,uniform
Paenarthrobacter aurescens,0.9893,0.0,0.0,0.219,uniform
Syntrophobacter fumaroxidans,0.9629,0.0,1e-05,0.258,uniform
Mycobacterium smegmatis,0.9603,0.0,1e-05,0.35,uniform
Chlorobium phaeobacteroides,0.9627,0.0,1e-05,0.28,uniform
Bradyrhizobium sp,0.9911,0.0,0.0,0.141,uniform
Shewanella amazonensis,0.9801,0.0,0.0,0.227,uniform
Psychromonas ingrahamii,0.9756,0.0,0.0,0.07,uniform
Mycobacterium vanbaalenii,0.9567,0.0,1e-05,0.331,uniform
Marinobacter hydrocarbonoclasticus,0.9892,0.0,0.0,0.407,uniform
Acinetobacter baumannii,0.9897,0.0,0.0,0.194,uniform
Polaromonas naphthalenivorans,0.894,0.0,2e-05,0.384,uniform
Verminephrobacter eiseniae,0.9457,0.0,1e-05,0.166,uniform
Geobacillus thermodenitrificans,0.999,0.0,0.0,0.284,uniform
Shewanella baltica,0.9626,0.0,0.0,0.114,uniform
Ruminiclostridium thermocellum,0.9196,0.0,1e-05,0.068,uniform
Actinobacillus pleuropneumoniae,0.999,0.0,0.0,0.322,uniform
Shewanella loihica,0.9621,0.0,1e-05,0.207,uniform
Desulfotomaculum reducens,0.9947,0.0,0.0,0.145,uniform
Aeromonas salmonicida,0.9931,0.0,0.0,0.389,uniform
Enterobacter sp,0.9634,0.0,1e-05,0.294,uniform
Mycobacterium gilvum,0.9875,0.0,0.0,0.436,uniform
Caldicellulosiruptor saccharolyticus,0.9621,0.0,0.0,0.111,uniform
Shewanella putrefaciens,0.9661,0.0,0.0,0.079,uniform
Flavobacterium johnsoniae,0.8385,0.0,0.0,0.011,uniform
Roseiflexus sp,0.8279,0.0,3e-05,0.253,uniform
Geobacter uraniireducens,0.9068,0.0,1e-05,0.146,uniform
Sphingomonas wittichii,0.9505,0.0,1e-05,0.354,uniform
Psychrobacter sp,0.8573,0.0,1e-05,0.172,uniform
Thermosipho melanesiensis,0.9403,0.0,1e-05,0.209,uniform
Yersinia pseudotuberculosis,0.9861,0.0,0.0,0.403,uniform
Clostridium beijerinckii,0.9597,0.0,0.0,0.008,uniform
Alkaliphilus metalliredigens,0.9242,0.0,0.0,0.03,uniform
Streptococcus gordonii,0.8985,0.0,0.0,0.028,uniform
Clostridium botulinum,0.8793,0.0,0.0,0.033,uniform
Marinomonas sp,0.7962,0.0,1e-05,0.047,uniform
Kineococcus radiotolerans,0.8049,0.0,3e-05,0.424,uniform
Bacillus cytotoxicus,0.9822,0.0,0.0,0.046,uniform
Fervidobacterium nodosum,0.9781,0.0,1e-05,0.416,uniform
Leptospira biflexa,0.9493,0.0,0.0,0.107,uniform
Xanthobacter autotrophicus,0.9704,0.0,1e-05,0.389,uniform
Vibrio campbellii,0.962,0.0,1e-05,0.233,uniform
Campylobacter concisus,0.9749,0.0,0.0,0.03,uniform
Roseiflexus castenholzii,0.9914,0.0,0.0,0.171,uniform
Cyanothece sp,0.9207,0.0,0.0,0.038,uniform
Bacillus pumilus,0.9035,0.0,1e-05,0.082,uniform
Lysinibacillus sphaericus,0.872,0.0,1e-05,0.023,uniform
Frankia sp,0.9814,0.0,0.0,0.106,uniform
Shewanella sediminis,0.795,0.0,1e-05,0.065,uniform
Citrobacter koseri,0.9881,0.0,0.0,0.248,uniform
Serratia proteamaculans,0.9477,0.0,1e-05,0.3,uniform
Acaryochloris marina,0.9867,0.0,0.0,0.053,uniform
Shewanella pealeana,0.9907,0.0,0.0,0.079,uniform
Alkaliphilus oremlandii,0.9624,0.0,0.0,0.08,uniform
Desulfococcus oleovorans,0.9929,0.0,0.0,0.296,uniform
Herpetosiphon aurantiacus,0.9844,0.0,0.0,0.064,uniform
Petrotoga mobilis,0.9496,0.0,1e-05,0.206,uniform
Delftia acidovorans,0.9898,0.0,0.0,0.167,uniform
Lachnoclostridium phytofermentans,0.6186,0.0,1e-05,0.016,uniform
Acholeplasma laidlawii,0.9925,0.0,0.0,0.336,uniform
Bacillus weihenstephanensis,0.988,0.0,0.0,0.054,uniform
Anoxybacillus flavithermus,0.9703,0.0,1e-05,0.246,uniform
Caulobacter sp,0.9964,0.0,0.0,0.376,uniform
Shewanella halifaxensis,0.9702,0.0,0.0,0.061,uniform
Cellvibrio japonicus,0.9746,0.0,1e-05,0.177,uniform
Francisella philomiragia,0.9929,0.0,0.0,0.407,uniform
Methylobacterium sp,0.9706,0.0,0.0,0.118,uniform
Shewanella woodyi,0.9087,0.0,0.0,0.044,uniform
Klebsiella variicola,0.9941,0.0,0.0,0.27,uniform
Beijerinckia indica,0.946,0.0,1e-05,0.365,uniform
Exiguobacterium sibiricum,0.9674,0.0,1e-05,0.188,uniform
Opitutus terrae,0.8496,0.0,2e-05,0.223,uniform
Natranaerobius thermophilus,0.8975,0.0,1e-05,0.105,uniform
Nostoc punctiforme,0.9249,0.0,0.0,0.015,uniform
Ralstonia pickettii,0.9969,0.0,0.0,0.091,uniform
Sulfurihydrogenibium sp,0.6247,0.0,0.00013,0.373,uniform
Desulfobacterium autotrophicum,0.9652,0.0,0.0,0.078,uniform
Geobacter lovleyi,0.9881,0.0,0.0,0.35,uniform
Halothermothrix orenii,0.9667,0.0,1e-05,0.331,uniform
Chloroherpeton thalassium,0.9225,0.0,1e-05,0.259,uniform
Alteromonas mediterranea,0.9735,0.0,0.0,0.117,uniform
Eubacterium eligens,0.985,0.0,0.0,0.136,uniform
Eubacterium rectale,0.9243,0.0,0.0,0.034,uniform
Pelodictyon phaeoclathratiforme,0.9689,0.0,0.0,0.262,uniform
Geobacter bemidjiensis,0.8607,0.0,3e-05,0.368,uniform
Streptococcus equi,0.7399,0.0,2e-05,0.06,uniform
Dictyoglomus thermophilum,0.9685,0.0,1e-05,0.304,uniform
Thermosipho africanus,0.8666,0.0,1e-05,0.182,uniform
Comamonas thiooxydans,0.973,0.0,0.0,0.232,uniform
Sulfurihydrogenibium azorense,0.9321,0.0,1e-05,0.267,uniform
Persephonella marina,0.9958,0.0,0.0,0.442,uniform
Dictyoglomus turgidum,0.9874,0.0,0.0,0.426,uniform
Thauera sp,0.9262,0.0,1e-05,0.407,uniform
Desulfatibacillum aliphaticivorans,0.9189,0.0,0.0,0.077,uniform
Chloroflexus aggregans,0.9472,0.0,1e-05,0.25,uniform
Pseudarthrobacter chlorophenolicus,0.9924,0.0,0.0,0.312,uniform
Clostridium cellulolyticum,0.781,0.0,1e-05,0.052,uniform
Methylobacterium nodulans,0.9891,0.0,0.0,0.183,uniform
Brachyspira hyodysenteriae,0.9537,0.0,0.0,0.057,uniform
Geobacter daltonii,0.9801,0.0,0.0,0.175,uniform
Caldicellulosiruptor bescii,0.9559,0.0,1e-05,0.345,uniform
Nonlabens dokdonensis,0.9531,0.0,0.0,0.052,uniform
Shimwellia blattae,0.9547,0.0,1e-05,0.33,uniform
Aggregatibacter aphrophilus,0.9794,0.0,0.0,0.027,uniform
Teredinibacter turnerae,0.9697,0.0,0.0,0.173,uniform
Exiguobacterium sp,0.9811,0.0,0.0,0.208,uniform
Tolumonas auensis,0.9881,0.0,0.0,0.317,uniform
Lactobacillus plantarum,0.8951,0.0,1e-05,0.119,uniform
Beutenbergia cavernae,0.9747,0.0,1e-05,0.293,uniform
Dyadobacter fermentans,0.9467,0.0,0.0,0.029,uniform
Desulfomicrobium baculatum,0.9184,0.0,1e-05,0.326,uniform
Actinosynnema mirum,0.9135,0.0,1e-05,0.225,uniform
Capnocytophaga ochracea,0.9522,0.0,0.0,0.04,uniform
Kosmotoga olearia,0.9815,0.0,0.0,0.464,uniform
Variovorax paradoxus,0.968,0.0,0.0,0.27,uniform
Geobacillus sp,0.9936,0.0,0.0,0.131,uniform
Desulfovibrio salexigens,0.9926,0.0,0.0,0.29,uniform
Zunongwangia profunda,0.9594,0.0,0.0,0.022,uniform
Dickeya paradisiaca,0.8471,0.0,2e-05,0.275,uniform
Dickeya chrysanthemi,0.9955,0.0,0.0,0.411,uniform
Paenibacillus sp,0.8714,0.0,1e-05,0.035,uniform
Pectobacterium carotovorum,0.9766,0.0,1e-05,0.302,uniform
Geobacter sp,0.8965,0.0,2e-05,0.299,uniform
Clostridium ljungdahlii,0.9207,0.0,0.0,0.049,uniform
Methylotenera mobilis,0.8847,0.0,3e-05,0.474,uniform
Flavobacteriaceae bacterium,0.9427,0.0,1e-05,0.431,uniform
Hirschia baltica,0.9663,0.0,0.0,0.223,uniform
Pedobacter heparinus,0.8234,0.0,1e-05,0.054,uniform
Leptotrichia buccalis,0.938,0.0,0.0,0.006,uniform
Chitinophaga pinensis,0.9286,0.0,0.0,0.012,uniform
Catenulispora acidiphila,0.9124,0.0,0.0,0.042,uniform
Jonesia denitrificans,0.9585,0.0,1e-05,0.468,uniform
Kangiella koreensis,0.9526,0.0,1e-05,0.344,uniform
Anaerococcus prevotii,0.9803,0.0,0.0,0.29,uniform
Candidatus Accumulibacter,0.8013,0.0,2e-05,0.271,uniform
Desulfotomaculum acetoxidans,0.9648,0.0,0.0,0.076,uniform
Atopobium parvulum,0.9845,0.0,0.0,0.042,uniform
Eggerthella lenta,0.9509,0.0,1e-05,0.322,uniform
Aggregatibacter actinomycetemcomitans,0.9588,0.0,0.0,0.026,uniform
Kribbella flavida,0.9451,0.0,0.0,0.133,uniform
Nakamurella multipartita,0.9705,0.0,1e-05,0.404,uniform
Thermomonospora curvata,0.8779,0.0,2e-05,0.313,uniform
Sebaldella termitidis,0.9692,0.0,0.0,0.025,uniform
Planctopirus limnophila,0.8948,0.0,1e-05,0.101,uniform
Candidatus Puniceispirillum,0.9125,0.0,2e-05,0.337,uniform
Spirosoma linguale,0.9462,0.0,0.0,0.03,uniform
Stackebrandtia nassauensis,0.9861,0.0,0.0,0.107,uniform
Streptobacillus moniliformis,0.6849,0.0,4e-05,0.153,uniform
Pectobacterium parmentieri,0.9758,0.0,0.0,0.164,uniform
Bacillus selenitireducens,0.9511,0.0,1e-05,0.137,uniform
Fibrobacter succinogenes,0.8346,0.0,1e-05,0.085,uniform
Pseudoalteromonas sp,0.9876,0.0,0.0,0.491,uniform
Nitrosococcus halophilus,0.6766,0.0,6e-05,0.27,uniform
Gordonia bronchialis,0.9799,0.0,0.0,0.231,uniform
Haliangium ochraceum,0.9847,0.0,0.0,0.067,uniform
Vibrio antiquarius,0.9357,0.0,1e-05,0.338,uniform
Butyrivibrio proteoclasticus,0.9896,0.0,0.0,0.084,uniform
Streptosporangium roseum,0.9377,0.0,0.0,0.076,uniform
Sulfurospirillum deleyianum,0.9927,0.0,0.0,0.343,uniform
Sanguibacter keddieii,0.9859,0.0,0.0,0.257,uniform
Veillonella parvula,0.9517,0.0,0.0,0.029,uniform
Xylanimonas cellulosilytica,0.8116,0.0,3e-05,0.239,uniform
Dickeya zeae,0.9965,0.0,0.0,0.258,uniform
Staphylococcus lugdunensis,0.9842,0.0,0.0,0.158,uniform
Treponema azotonutricium,0.9905,0.0,0.0,0.186,uniform
Treponema primitia,0.9736,0.0,0.0,0.2,uniform
Pirellula staleyi,0.9917,0.0,0.0,0.124,uniform
Mageeibacillus indolicus,0.9963,0.0,0.0,0.398,uniform
Conexibacter woesei,0.9224,0.0,1e-05,0.216,uniform
Pantoea ananatis,0.9833,0.0,0.0,0.273,uniform
Bacillus pseudofirmus,0.8391,0.0,1e-05,0.041,uniform
Enterobacter cloacae,0.9323,0.0,1e-05,0.195,uniform
Waddlia chondrophila,0.7287,0.0,7e-05,0.464,uniform
Thermoanaerobacter italicus,0.9471,0.0,1e-05,0.423,uniform
Brachyspira murdochii,0.9829,0.0,0.0,0.048,uniform
Cellulomonas flavigena,0.8165,0.0,2e-05,0.089,uniform
Denitrovibrio acetiphilus,0.9913,0.0,0.0,0.233,uniform
Marinobacter adhaerens,0.9877,0.0,0.0,0.249,uniform
Bacillus megaterium,0.6832,0.0,2e-05,0.03,uniform
Coraliomargarita akajimensis,0.9959,0.0,0.0,0.302,uniform
Arcobacter nitrofigilis,0.7588,0.0,1e-05,0.039,uniform
Amycolatopsis mediterranei,0.8975,0.0,1e-05,0.058,uniform
Prevotella ruminicola,0.9513,0.0,0.0,0.004,uniform
Brachyspira pilosicoli,0.9041,0.0,1e-05,0.072,uniform
Starkeya novella,0.9817,0.0,0.0,0.356,uniform
Dickeya dadantii,0.9818,0.0,0.0,0.298,uniform
Herbaspirillum seropedicae,0.9898,0.0,0.0,0.266,uniform
Croceibacter atlanticus,0.9879,0.0,0.0,0.091,uniform
Streptomyces bingchenggensis,0.9481,0.0,0.0,0.047,uniform
Methylotenera versatilis,0.9829,0.0,0.0,0.218,uniform
'Nostoc azollae',0.6696,0.0,2e-05,0.034,uniform
Acinetobacter oleivorans,0.5972,0.0,5e-05,0.069,uniform
Desulfarculus baarsii,0.8624,0.0,2e-05,0.448,uniform
Nitrosococcus watsonii,0.949,0.0,1e-05,0.399,uniform
Acetohalobium arabaticum,0.9722,0.0,0.0,0.184,uniform
Clostridium saccharolyticum,0.8873,0.0,1e-05,0.064,uniform
Capnocytophaga canimorsus,0.9846,0.0,0.0,0.166,uniform
Sediminispirochaeta smaragdinae,0.8414,0.0,2e-05,0.115,uniform
Prevotella melaninogenica,0.9559,0.0,0.0,0.035,uniform
Maribacter sp,0.9632,0.0,0.0,0.054,uniform
Clostridium cellulovorans,0.9289,0.0,0.0,0.017,uniform
Caldicellulosiruptor obsidiansis,0.9976,0.0,0.0,0.45,uniform
Thermoanaerobacterium thermosaccharolyticum,0.9427,0.0,1e-05,0.146,uniform
Halanaerobium praevalens,0.9919,0.0,0.0,0.122,uniform
