Species,r_value,p_value,stError,euclidean,distribution
Stanieria sp,0.937,0.0,1e-05,0.078,uniform
Filimonas lacunae,0.9891,0.0,0.0,0.048,uniform
Streptomyces laurentii,0.9321,0.0,1e-05,0.493,uniform
Actinomyces naeslundii,0.988,0.0,0.0,0.021,uniform
Rothia aeria,0.9867,0.0,0.0,0.025,uniform
Fusobacterium varium,0.9827,0.0,0.0,0.065,uniform
Petrimonas sp,0.9939,0.0,0.0,0.345,uniform
Marinifilaceae bacterium,0.9523,0.0,0.0,0.034,uniform
Chondrocystis sp,0.9679,0.0,0.0,0.092,uniform
Ureibacillus thermosphaericus,0.996,0.0,0.0,0.191,uniform
Aquitalea magnusonii,0.9173,0.0,2e-05,0.467,uniform
Bacillus halodurans,0.9893,0.0,0.0,0.27,uniform
Mesorhizobium loti,0.9974,0.0,0.0,0.232,uniform
Clostridium perfringens,0.9869,0.0,0.0,0.098,uniform
Nostoc sp,0.9115,0.0,1e-05,0.099,uniform
Oceanobacillus iheyensis,0.9805,0.0,0.0,0.15,uniform
Streptomyces avermitilis,0.9389,0.0,1e-05,0.45,uniform
Vibrio parahaemolyticus,0.9397,0.0,1e-05,0.417,uniform
Bradyrhizobium diazoefficiens,0.9546,0.0,1e-05,0.226,uniform
Rhodopirellula baltica,0.9708,0.0,0.0,0.186,uniform
Photorhabdus luminescens,0.9486,0.0,1e-05,0.234,uniform
Vibrio fischeri,0.9892,0.0,0.0,0.391,uniform
Streptococcus thermophilus,0.9575,0.0,0.0,0.014,uniform
Haemophilus influenzae,0.9828,0.0,0.0,0.032,uniform
Pseudomonas savastanoi,0.9899,0.0,0.0,0.431,uniform
Pseudomonas protegens,0.7914,0.0,2e-05,0.249,uniform
Colwellia psychrerythraea,0.9343,0.0,1e-05,0.113,uniform
Myxococcus xanthus,0.9604,0.0,1e-05,0.15,uniform
Anabaena variabilis,0.9873,0.0,0.0,0.09,uniform
Bacteroides vulgatus,0.9924,0.0,0.0,0.039,uniform
Parabacteroides distasonis,0.9913,0.0,0.0,0.071,uniform
Paenibacillus polymyxa,0.98,0.0,0.0,0.254,uniform
Hahella chejuensis,0.9889,0.0,0.0,0.197,uniform
Saccharophagus degradans,0.9448,0.0,1e-05,0.142,uniform
Shewanella denitrificans,0.9699,0.0,1e-05,0.313,uniform
Polaromonas sp,0.9557,0.0,1e-05,0.397,uniform
Candidatus Koribacter,0.994,0.0,0.0,0.279,uniform
Arcobacter butzleri,0.9899,0.0,0.0,0.238,uniform
Clostridium novyi,0.9757,0.0,0.0,0.193,uniform
Cytophaga hutchinsonii,0.9577,0.0,0.0,0.105,uniform
Streptococcus sanguinis,0.9915,0.0,0.0,0.026,uniform
Pseudoalteromonas atlantica,0.9927,0.0,0.0,0.156,uniform
Trichodesmium erythraeum,0.861,0.0,1e-05,0.033,uniform
Streptococcus suis,0.9543,0.0,0.0,0.054,uniform
Rhodococcus jostii,0.9866,0.0,0.0,0.264,uniform
Shewanella sp,0.9925,0.0,0.0,0.244,uniform
Shewanella frigidimarina,0.9833,0.0,0.0,0.144,uniform
Arthrobacter sp,0.9311,0.0,1e-05,0.335,uniform
Magnetococcus marinus,0.9976,0.0,0.0,0.373,uniform
Shewanella piezotolerans,0.9806,0.0,0.0,0.091,uniform
Candidatus Solibacter,0.9239,0.0,1e-05,0.129,uniform
Bradyrhizobium sp,0.8994,0.0,2e-05,0.26,uniform
Shewanella amazonensis,0.9667,0.0,1e-05,0.425,uniform
Psychromonas ingrahamii,0.9748,0.0,0.0,0.117,uniform
Acinetobacter baumannii,0.8523,0.0,2e-05,0.294,uniform
Shewanella baltica,0.986,0.0,0.0,0.202,uniform
Ruminiclostridium thermocellum,0.9849,0.0,0.0,0.217,uniform
Actinobacillus pleuropneumoniae,0.8954,0.0,1e-05,0.156,uniform
Caldicellulosiruptor saccharolyticus,0.9893,0.0,0.0,0.432,uniform
Shewanella putrefaciens,0.912,0.0,2e-05,0.17,uniform
Flavobacterium johnsoniae,0.9741,0.0,0.0,0.03,uniform
Geobacter uraniireducens,0.9653,0.0,1e-05,0.296,uniform
Clostridium beijerinckii,0.9821,0.0,0.0,0.022,uniform
Alkaliphilus metalliredigens,0.8656,0.0,1e-05,0.073,uniform
Streptococcus gordonii,0.9867,0.0,0.0,0.029,uniform
Clostridium botulinum,0.9924,0.0,0.0,0.095,uniform
Marinomonas sp,0.9544,0.0,0.0,0.097,uniform
Bacillus cytotoxicus,0.8707,0.0,1e-05,0.131,uniform
Leptospira biflexa,0.952,0.0,1e-05,0.209,uniform
Campylobacter concisus,0.99,0.0,0.0,0.03,uniform
Cyanothece sp,0.8947,0.0,1e-05,0.116,uniform
Bacillus pumilus,0.986,0.0,0.0,0.359,uniform
Lysinibacillus sphaericus,0.9888,0.0,0.0,0.115,uniform
Frankia sp,0.9934,0.0,0.0,0.478,uniform
Shewanella sediminis,0.9327,0.0,1e-05,0.147,uniform
Serratia proteamaculans,0.9916,0.0,0.0,0.363,uniform
Acaryochloris marina,0.955,0.0,0.0,0.1,uniform
Shewanella pealeana,0.8457,0.0,3e-05,0.249,uniform
Alkaliphilus oremlandii,0.9927,0.0,0.0,0.241,uniform
Herpetosiphon aurantiacus,0.9785,0.0,0.0,0.098,uniform
Delftia acidovorans,0.9211,0.0,1e-05,0.415,uniform
Lachnoclostridium phytofermentans,0.9486,0.0,0.0,0.053,uniform
Bacillus weihenstephanensis,0.988,0.0,0.0,0.124,uniform
Shewanella halifaxensis,0.6479,0.0,4e-05,0.122,uniform
Cellvibrio japonicus,0.9922,0.0,0.0,0.49,uniform
Shewanella woodyi,0.9849,0.0,0.0,0.096,uniform
Opitutus terrae,0.9913,0.0,0.0,0.332,uniform
Natranaerobius thermophilus,0.9894,0.0,0.0,0.381,uniform
Nostoc punctiforme,0.9229,0.0,0.0,0.038,uniform
Ralstonia pickettii,0.9884,0.0,0.0,0.038,uniform
Desulfobacterium autotrophicum,0.9689,0.0,0.0,0.17,uniform
Alteromonas mediterranea,0.9899,0.0,0.0,0.287,uniform
Eubacterium eligens,0.9707,0.0,1e-05,0.222,uniform
Eubacterium rectale,0.9632,0.0,0.0,0.054,uniform
Streptococcus equi,0.9684,0.0,1e-05,0.451,uniform
Comamonas thiooxydans,0.9886,0.0,0.0,0.476,uniform
Haemophilus parasuis,0.9826,0.0,1e-05,0.462,uniform
Desulfatibacillum aliphaticivorans,0.9911,0.0,0.0,0.204,uniform
Chloroflexus aggregans,0.9874,0.0,0.0,0.458,uniform
Clostridium cellulolyticum,0.9673,0.0,0.0,0.129,uniform
Methylobacterium nodulans,0.9784,0.0,0.0,0.227,uniform
Brachyspira hyodysenteriae,0.9577,0.0,0.0,0.161,uniform
Geobacter daltonii,0.9942,0.0,0.0,0.479,uniform
Nonlabens dokdonensis,0.9457,0.0,1e-05,0.116,uniform
Aggregatibacter aphrophilus,0.9808,0.0,0.0,0.007,uniform
Teredinibacter turnerae,0.9413,0.0,1e-05,0.256,uniform
Tolumonas auensis,0.9257,0.0,2e-05,0.489,uniform
Dyadobacter fermentans,0.8592,0.0,1e-05,0.116,uniform
Actinosynnema mirum,0.9896,0.0,0.0,0.26,uniform
Capnocytophaga ochracea,0.9559,0.0,1e-05,0.145,uniform
Geobacillus sp,0.9656,0.0,1e-05,0.455,uniform
Desulfovibrio salexigens,0.9826,0.0,0.0,0.299,uniform
Zunongwangia profunda,0.9739,0.0,0.0,0.062,uniform
Dickeya paradisiaca,0.9871,0.0,1e-05,0.479,uniform
Paenibacillus sp,0.9612,0.0,0.0,0.097,uniform
Clostridium ljungdahlii,0.9878,0.0,0.0,0.075,uniform
Hirschia baltica,0.8641,0.0,2e-05,0.456,uniform
Pedobacter heparinus,0.9806,0.0,0.0,0.12,uniform
Leptotrichia buccalis,0.9548,0.0,0.0,0.005,uniform
Chitinophaga pinensis,0.8176,0.0,0.0,0.028,uniform
Catenulispora acidiphila,0.9931,0.0,0.0,0.13,uniform
Desulfotomaculum acetoxidans,0.9824,0.0,0.0,0.154,uniform
Atopobium parvulum,0.9293,0.0,0.0,0.041,uniform
Aggregatibacter actinomycetemcomitans,0.9722,0.0,0.0,0.069,uniform
Sebaldella termitidis,0.9634,0.0,0.0,0.063,uniform
Planctopirus limnophila,0.9964,0.0,0.0,0.413,uniform
Spirosoma linguale,0.8985,0.0,1e-05,0.066,uniform
Stackebrandtia nassauensis,0.9957,0.0,0.0,0.342,uniform
Pectobacterium parmentieri,0.9574,0.0,1e-05,0.335,uniform
Bacillus selenitireducens,0.9691,0.0,1e-05,0.472,uniform
Fibrobacter succinogenes,0.9948,0.0,0.0,0.222,uniform
Haliangium ochraceum,0.7418,0.0,2e-05,0.12,uniform
Butyrivibrio proteoclasticus,0.9761,0.0,0.0,0.115,uniform
Streptosporangium roseum,0.9945,0.0,0.0,0.191,uniform
Veillonella parvula,0.963,0.0,0.0,0.03,uniform
Xylanimonas cellulosilytica,0.8335,0.0,3e-05,0.437,uniform
Dickeya zeae,0.9626,0.0,1e-05,0.485,uniform
Staphylococcus lugdunensis,0.9651,0.0,1e-05,0.214,uniform
Pirellula staleyi,0.9965,0.0,0.0,0.246,uniform
Mageeibacillus indolicus,0.9958,0.0,0.0,0.398,uniform
Conexibacter woesei,0.9514,0.0,1e-05,0.441,uniform
Bacillus pseudofirmus,0.9808,0.0,0.0,0.169,uniform
Brachyspira murdochii,0.9899,0.0,0.0,0.105,uniform
Bacillus megaterium,0.8008,0.0,1e-05,0.083,uniform
Arcobacter nitrofigilis,0.9874,0.0,0.0,0.125,uniform
Amycolatopsis mediterranei,0.98,0.0,0.0,0.143,uniform
Prevotella ruminicola,0.9587,0.0,0.0,0.009,uniform
Brachyspira pilosicoli,0.9168,0.0,1e-05,0.199,uniform
Herbaspirillum seropedicae,0.9952,0.0,0.0,0.307,uniform
Croceibacter atlanticus,0.8337,0.0,2e-05,0.167,uniform
Streptomyces bingchenggensis,0.9939,0.0,0.0,0.137,uniform
'Nostoc azollae',0.805,0.0,2e-05,0.092,uniform
Acinetobacter oleivorans,0.9097,0.0,1e-05,0.458,uniform
Acetohalobium arabaticum,0.9635,0.0,1e-05,0.408,uniform
Clostridium saccharolyticum,0.969,0.0,0.0,0.049,uniform
Sediminispirochaeta smaragdinae,0.9803,0.0,0.0,0.443,uniform
Prevotella melaninogenica,0.9202,0.0,0.0,0.007,uniform
Maribacter sp,0.8999,0.0,1e-05,0.113,uniform
Clostridium cellulovorans,0.9692,0.0,0.0,0.035,uniform
Halanaerobium praevalens,0.9759,0.0,1e-05,0.38,uniform
Acinetobacter pittii,0.9368,0.0,1e-05,0.312,uniform
Bacillus atrophaeus,0.9757,0.0,1e-05,0.289,uniform
Stigmatella aurantiaca,0.9603,0.0,0.0,0.129,uniform
Eubacterium callanderi,0.9211,0.0,1e-05,0.247,uniform
Mesorhizobium opportunistum,0.9366,0.0,1e-05,0.474,uniform
Rothia dentocariosa,0.9388,0.0,0.0,0.026,uniform
Achromobacter xylosoxidans,0.8733,0.0,1e-05,0.271,uniform
Frankia inefficax,0.9589,0.0,1e-05,0.179,uniform
Halanaerobium hydrogeniformans,0.9763,0.0,0.0,0.375,uniform
Leadbetterella byssophila,0.9555,0.0,0.0,0.129,uniform
Alteromonas naphthalenivorans,0.9054,0.0,1e-05,0.144,uniform
Paludibacter propionicigenes,0.8481,0.0,1e-05,0.105,uniform
Riemerella anatipestifer,0.9766,0.0,0.0,0.349,uniform
Marivirga tractuosa,0.965,0.0,0.0,0.081,uniform
Bacteroides helcogenes,0.952,0.0,0.0,0.06,uniform
Filifactor alocis,0.962,0.0,0.0,0.076,uniform
Bacillus cellulosilyticus,0.9836,0.0,0.0,0.095,uniform
Ruminococcus albus,0.9951,0.0,0.0,0.338,uniform
Staphylococcus pseudintermedius,0.987,0.0,0.0,0.257,uniform
Cellulophaga algicola,0.9793,0.0,0.0,0.075,uniform
Terriglobus saanensis,0.9899,0.0,0.0,0.421,uniform
Streptococcus parauberis,0.9659,0.0,1e-05,0.319,uniform
Streptomyces pratensis,0.9772,0.0,0.0,0.292,uniform
Glaciecola sp,0.9859,0.0,0.0,0.246,uniform
Bacteroides salanitronis,0.9722,0.0,0.0,0.035,uniform
Cellulophaga lytica,0.9633,0.0,1e-05,0.158,uniform
Fluviicola taffensis,0.917,0.0,1e-05,0.08,uniform
Odoribacter splanchnicus,0.9619,0.0,0.0,0.113,uniform
Pseudopedobacter saltans,0.9005,0.0,1e-05,0.086,uniform
Rubinisphaera brasiliensis,0.9947,0.0,0.0,0.426,uniform
Carnobacterium sp,0.9558,0.0,1e-05,0.269,uniform
Clostridium lentocellum,0.8505,0.0,1e-05,0.033,uniform
Marinomonas mediterranea,0.9514,0.0,1e-05,0.293,uniform
Sphingobacterium sp,0.9132,0.0,0.0,0.06,uniform
Pseudomonas brassicacearum,0.9832,0.0,0.0,0.314,uniform
Prevotella denticola,0.9501,0.0,0.0,0.021,uniform
Pseudonocardia dioxanivorans,0.9682,0.0,1e-05,0.46,uniform
Aeromonas veronii,0.8865,0.0,3e-05,0.433,uniform
Selenomonas sputigena,0.9467,0.0,0.0,0.142,uniform
Verrucosispora maris,0.9857,0.0,0.0,0.336,uniform
Gallibacterium anatis,0.9649,0.0,1e-05,0.268,uniform
Porphyromonas asaccharolytica,0.9893,0.0,0.0,0.263,uniform
Haliscomenobacter hydrossis,0.971,0.0,0.0,0.04,uniform
Pseudopropionibacterium propionicum,0.9859,0.0,0.0,0.192,uniform
Delftia sp,0.9854,0.0,0.0,0.463,uniform
Methylomonas methanica,0.9958,0.0,0.0,0.301,uniform
Desulfotomaculum kuznetsovii,0.996,0.0,0.0,0.394,uniform
Marinomonas posidonica,0.9767,0.0,0.0,0.291,uniform
Desulfotomaculum ruminis,0.9836,0.0,0.0,0.286,uniform
Lacinutrix sp,0.9334,0.0,1e-05,0.159,uniform
Myxococcus macrosporus,0.914,0.0,1e-05,0.163,uniform
Saprospira grandis,0.9624,0.0,1e-05,0.213,uniform
Parageobacillus thermoglucosidasius,0.8895,0.0,1e-05,0.232,uniform
Streptococcus parasanguinis,0.979,0.0,0.0,0.028,uniform
Runella slithyformis,0.9204,0.0,1e-05,0.095,uniform
Paenibacillus mucilaginosus,0.9842,0.0,0.0,0.091,uniform
Brachyspira intermedia,0.8719,0.0,1e-05,0.125,uniform
Streptococcus pseudopneumoniae,0.9507,0.0,0.0,0.029,uniform
Cyclobacterium marinum,0.9426,0.0,0.0,0.045,uniform
Emticicia oligotrophica,0.9284,0.0,1e-05,0.063,uniform
Acetobacterium woodii,0.9816,0.0,0.0,0.161,uniform
Streptomyces sp,0.8957,0.0,3e-05,0.44,uniform
Streptomyces violaceusniger,0.8613,0.0,1e-05,0.148,uniform
Muricauda ruestringensis,0.8433,0.0,3e-05,0.262,uniform
Streptococcus lutetiensis,0.9875,0.0,0.0,0.134,uniform
Enterobacter soli,0.9701,0.0,1e-05,0.429,uniform
Roseburia hominis,0.9402,0.0,1e-05,0.146,uniform
Glaciecola nitratireducens,0.9878,0.0,0.0,0.237,uniform
Clostridium clariflavum,0.9904,0.0,0.0,0.093,uniform
Paenibacillus terrae,0.9891,0.0,0.0,0.102,uniform
Desulfosporosinus orientis,0.988,0.0,0.0,0.059,uniform
Granulicella mallensis,0.9325,0.0,0.0,0.144,uniform
Sphaerochaeta pleomorpha,0.9154,0.0,1e-05,0.336,uniform
Owenweeksia hongkongensis,0.9901,0.0,0.0,0.146,uniform
Actinoplanes sp,0.9563,0.0,0.0,0.232,uniform
Niastella koreensis,0.8677,0.0,0.0,0.02,uniform
Tannerella forsythia,0.9609,0.0,0.0,0.036,uniform
Flavobacterium columnare,0.8865,0.0,1e-05,0.173,uniform
Clostridium sp,0.9439,0.0,0.0,0.068,uniform
Clostridium pasteurianum,0.9191,0.0,1e-05,0.054,uniform
Desulfotomaculum gibsoniae,0.9506,0.0,1e-05,0.196,uniform
Alistipes finegoldii,0.9661,0.0,1e-05,0.306,uniform
Streptomyces hygroscopicus,0.9678,0.0,1e-05,0.161,uniform
Aequorivita sublithincola,0.9671,0.0,1e-05,0.263,uniform
Belliella baltica,0.9881,0.0,0.0,0.086,uniform
Ornithobacterium rhinotracheale,0.9498,0.0,1e-05,0.488,uniform
Anabaena sp,0.9877,0.0,0.0,0.141,uniform
Streptococcus infantarius,0.9178,0.0,1e-05,0.158,uniform
Gottschalkia acidurici,0.9846,0.0,0.0,0.147,uniform
Desulfitobacterium dichloroeliminans,0.9826,0.0,0.0,0.344,uniform
Bernardetia litoralis,0.9719,0.0,0.0,0.037,uniform
Echinicola vietnamensis,0.8644,0.0,1e-05,0.068,uniform
Desulfitobacterium dehalogenans,0.9729,0.0,0.0,0.183,uniform
Solitalea canadensis,0.8313,0.0,1e-05,0.083,uniform
Paenibacillus larvae,0.9729,0.0,1e-05,0.328,uniform
Halobacteroides halobius,0.9497,0.0,1e-05,0.277,uniform
Desulfomonile tiedjei,0.9747,0.0,0.0,0.139,uniform
Singulisphaera acidiphila,0.9502,0.0,1e-05,0.198,uniform
Prevotella dentalis,0.9715,0.0,0.0,0.054,uniform
Corallococcus coralloides,0.9909,0.0,0.0,0.213,uniform
Amycolatopsis keratiniphila,0.9863,0.0,0.0,0.405,uniform
Ignavibacterium album,0.9591,0.0,1e-05,0.178,uniform
Providencia stuartii,0.9436,0.0,0.0,0.114,uniform
Prevotella intermedia,0.9616,0.0,0.0,0.06,uniform
Enterococcus hirae,0.9897,0.0,0.0,0.349,uniform
Rivularia sp,0.8145,0.0,1e-05,0.02,uniform
Advenella kashmirensis,0.9776,0.0,1e-05,0.492,uniform
Melioribacter roseus,0.9647,0.0,1e-05,0.43,uniform
Flammeovirga sp,0.9229,0.0,0.0,0.053,uniform
Pleurocapsa sp,0.9902,0.0,0.0,0.234,uniform
Geitlerinema sp,0.9824,0.0,0.0,0.391,uniform
Pseudanabaena sp,0.9877,0.0,0.0,0.372,uniform
Chroococcidiopsis thermalis,0.9192,0.0,1e-05,0.106,uniform
Oscillatoria acuminata,0.9753,0.0,0.0,0.077,uniform
Oscillatoria nigro,0.9964,0.0,0.0,0.078,uniform
Crinalium epipsammum,0.9856,0.0,0.0,0.114,uniform
Desulfosporosinus meridiei,0.9914,0.0,0.0,0.294,uniform
Microcoleus sp,0.9741,0.0,0.0,0.091,uniform
Desulfosporosinus acidiphilus,0.8174,0.0,1e-05,0.139,uniform
Gloeocapsa sp,0.9829,0.0,0.0,0.132,uniform
Stanieria cyanosphaera,0.8588,0.0,1e-05,0.161,uniform
Anabaena cylindrica,0.9611,0.0,0.0,0.057,uniform
Bibersteinia trehalosi,0.978,0.0,1e-05,0.275,uniform
Simiduia agarivorans,0.9466,0.0,1e-05,0.48,uniform
Nocardiopsis alba,0.8249,0.0,2e-05,0.28,uniform
Streptococcus constellatus,0.9963,0.0,0.0,0.068,uniform
Paraglaciecola psychrophila,0.9844,0.0,0.0,0.087,uniform
Alteromonas macleodii,0.9876,0.0,0.0,0.204,uniform
Streptococcus anginosus,0.9484,0.0,0.0,0.042,uniform
Nocardia brasiliensis,0.982,0.0,1e-05,0.334,uniform
Psychroflexus torquis,0.9756,0.0,0.0,0.135,uniform
Pseudomonas sp,0.9876,0.0,0.0,0.396,uniform
Advenella mimigardefordensis,0.9937,0.0,0.0,0.371,uniform
Bacillus lehensis,0.9739,0.0,0.0,0.156,uniform
Cyanobacterium stanieri,0.9766,0.0,0.0,0.464,uniform
Calothrix sp,0.9684,0.0,0.0,0.055,uniform
Dactylococcopsis salina,0.976,0.0,1e-05,0.388,uniform
Halothece sp,0.9951,0.0,0.0,0.406,uniform
Leptolyngbya sp,0.9335,0.0,1e-05,0.13,uniform
Cyanobacterium aponinum,0.9489,0.0,1e-05,0.268,uniform
Desulfocapsa sulfexigens,0.9665,0.0,1e-05,0.41,uniform
Staphylococcus pasteuri,0.9688,0.0,1e-05,0.394,uniform
Myxococcus stipitatus,0.8775,0.0,2e-05,0.236,uniform
Clostridium stercorarium,0.9885,0.0,0.0,0.494,uniform
Paenibacillus sabinae,0.9964,0.0,0.0,0.347,uniform
Treponema pedis,0.9633,0.0,1e-05,0.296,uniform
Clostridium saccharoperbutylacetonicum,0.8876,0.0,0.0,0.012,uniform
Morganella morganii,0.9536,0.0,1e-05,0.464,uniform
Polaribacter sp,0.9705,0.0,0.0,0.143,uniform
Flammeovirgaceae bacterium,0.991,0.0,0.0,0.089,uniform
Psychromonas sp,0.9559,0.0,1e-05,0.395,uniform
Streptococcus cristatus,0.974,0.0,0.0,0.029,uniform
Mannheimia haemolytica,0.9577,0.0,1e-05,0.276,uniform
Enterococcus casseliflavus,0.9875,0.0,0.0,0.375,uniform
Streptomyces fulvissimus,0.9147,0.0,1e-05,0.339,uniform
Bacillus sp,0.9833,0.0,0.0,0.102,uniform
Streptococcus iniae,0.8753,0.0,2e-05,0.245,uniform
Pseudomonas mandelii,0.9913,0.0,0.0,0.396,uniform
Bacillus paralicheniformis,0.9472,0.0,1e-05,0.164,uniform
Myxococcus fulvus,0.8249,0.0,1e-05,0.066,uniform
Serratia plymuthica,0.9733,0.0,1e-05,0.387,uniform
Serratia liquefaciens,0.9921,0.0,0.0,0.488,uniform
Streptomyces collinus,0.9938,0.0,0.0,0.49,uniform
Actinoplanes friuliensis,0.9914,0.0,0.0,0.117,uniform
Hymenobacter sp,0.9205,0.0,1e-05,0.313,uniform
Bacillus infantis,0.9908,0.0,0.0,0.162,uniform
Clostridium saccharobutylicum,0.9732,0.0,0.0,0.034,uniform
Clostridium autoethanogenum,0.9871,0.0,0.0,0.251,uniform
Streptococcus sp,0.9508,0.0,0.0,0.031,uniform
Carnobacterium inhibens,0.9682,0.0,1e-05,0.335,uniform
Mycobacterium kansasii,0.9496,0.0,1e-05,0.398,uniform
Lysinibacillus varians,0.9942,0.0,0.0,0.076,uniform
Nocardia nova,0.9908,0.0,0.0,0.219,uniform
Bacillus toyonensis,0.9615,0.0,0.0,0.073,uniform
Clostridium baratii,0.9407,0.0,1e-05,0.091,uniform
Mannheimia sp,0.8816,0.0,1e-05,0.17,uniform
Mannheimia varigena,0.9047,0.0,2e-05,0.415,uniform
Achromobacter xylosoxidans,0.9935,0.0,0.0,0.335,uniform
Escherichia albertii,0.9515,0.0,1e-05,0.375,uniform
