Species,r_value,p_value,stError,euclidean,distribution
Bartonella tribocorum,0.9836,0.0,0.0,0.196,uniform
Listeria welshimeri,0.9845,0.0,0.0,0.047,uniform
Yersinia enterocolitica,0.9674,0.0,0.0,0.068,uniform
Alcanivorax borkumensis,0.9361,0.0,1e-05,0.412,uniform
Staphylococcus carnosus,0.8918,0.0,1e-05,0.057,uniform
Flavobacterium psychrophilum,0.9791,0.0,0.0,0.039,uniform
Saccharopolyspora erythraea,0.8735,0.0,1e-05,0.047,uniform
Clavibacter michiganensis,0.8049,0.0,4e-05,0.289,uniform
Sorangium cellulosum,0.9688,0.0,0.0,0.01,uniform
Bordetella petrii,0.8343,0.0,2e-05,0.099,uniform
Proteus mirabilis,0.9864,0.0,0.0,0.031,uniform
Streptococcus uberis,0.9285,0.0,0.0,0.038,uniform
Nocardia farcinica,0.9643,0.0,1e-05,0.135,uniform
Bacillus clausii,0.9159,0.0,1e-05,0.041,uniform
Staphylococcus haemolyticus,0.9009,0.0,1e-05,0.041,uniform
Klebsiella pneumoniae,0.9881,0.0,0.0,0.192,uniform
Bacteroides fragilis,0.9652,0.0,0.0,0.004,uniform
Magnetospirillum magneticum,0.984,0.0,0.0,0.221,uniform
Lactobacillus reuteri,0.9603,0.0,1e-05,0.299,uniform
Desulfitobacterium hafniense,0.9494,0.0,0.0,0.025,uniform
Sodalis glossinidius,0.9878,0.0,0.0,0.264,uniform
Staphylococcus saprophyticus,0.9503,0.0,0.0,0.041,uniform
Brevibacillus brevis,0.9536,0.0,0.0,0.027,uniform
Rhodococcus erythropolis,0.8717,0.0,1e-05,0.089,uniform
Finegoldia magna,0.9624,0.0,1e-05,0.128,uniform
Orientia tsutsugamushi,0.9948,0.0,0.0,0.384,uniform
Corynebacterium glutamicum,0.9714,0.0,1e-05,0.322,uniform
Clostridium kluyveri,0.9743,0.0,0.0,0.022,uniform
Kocuria rhizophila,0.7002,0.0,5e-05,0.292,uniform
Gemmatimonas aurantiaca,0.9744,0.0,0.0,0.224,uniform
Nitratiruptor sp,0.9922,0.0,0.0,0.304,uniform
Sulfurovum sp,0.9863,0.0,0.0,0.232,uniform
Lactococcus garvieae,0.5974,0.0,5e-05,0.076,uniform
Azorhizobium caulinodans,0.67,0.0,4e-05,0.144,uniform
Pelotomaculum thermopropionicum,0.931,0.0,1e-05,0.324,uniform
Macrococcus caseolyticus,0.9911,0.0,0.0,0.101,uniform
Streptomyces griseus,0.8806,0.0,1e-05,0.068,uniform
Microcystis aeruginosa,0.9642,0.0,0.0,0.032,uniform
Candidatus Azobacteroides,0.9287,0.0,1e-05,0.359,uniform
Desulfovibrio magneticus,0.9571,0.0,0.0,0.116,uniform
Streptococcus dysgalactiae,0.9033,0.0,1e-05,0.044,uniform
Kitasatospora setae,0.9899,0.0,0.0,0.036,uniform
Streptococcus intermedius,0.9309,0.0,0.0,0.033,uniform
Rhodococcus opacus,0.9414,0.0,0.0,0.053,uniform
Acetobacter pasteurianus,0.9546,0.0,1e-05,0.472,uniform
Shewanella violacea,0.9618,0.0,0.0,0.034,uniform
Deferribacter desulfuricans,0.9031,0.0,1e-05,0.076,uniform
Rothia mucilaginosa,0.9623,0.0,0.0,0.014,uniform
Lactobacillus rhamnosus,0.8772,0.0,1e-05,0.138,uniform
Erysipelothrix rhusiopathiae,0.9553,0.0,1e-05,0.166,uniform
Anaerolinea thermophila,0.8767,0.0,2e-05,0.109,uniform
Oscillibacter valericigenes,0.7385,0.0,2e-05,0.075,uniform
Tetragenococcus halophilus,0.9716,0.0,0.0,0.045,uniform
Arcobacter sp,0.9102,0.0,0.0,0.022,uniform
Amphibacillus xylanus,0.9162,0.0,1e-05,0.077,uniform
Caldisericum exile,0.9141,0.0,2e-05,0.391,uniform
Microbacterium testaceum,0.9333,0.0,1e-05,0.268,uniform
Streptococcus pasteurianus,0.9247,0.0,1e-05,0.037,uniform
Ilumatobacter coccineus,0.9085,0.0,1e-05,0.16,uniform
Solibacillus silvestris,0.853,0.0,1e-05,0.023,uniform
Candidatus Arthromitus,0.9793,0.0,0.0,0.169,uniform
Microlunatus phosphovorus,0.8068,0.0,3e-05,0.168,uniform
Bradyrhizobium japonicum,0.9782,0.0,0.0,0.044,uniform
Eggerthella sp,0.9478,0.0,1e-05,0.214,uniform
Sphingobium sp,0.9906,0.0,0.0,0.278,uniform
Pseudogulbenkiania sp,0.9771,0.0,0.0,0.121,uniform
Thiolapillus brandeum,0.8202,0.0,6e-05,0.412,uniform
Melissococcus plutonius,0.9469,0.0,1e-05,0.093,uniform
Selenomonas ruminantium,0.8691,0.0,1e-05,0.097,uniform
Actinoplanes missouriensis,0.9211,0.0,0.0,0.042,uniform
Rubrivivax gelatinosus,0.991,0.0,0.0,0.258,uniform
Bifidobacterium scardovii,0.9959,0.0,0.0,0.332,uniform
Scardovia inopinata,0.9453,0.0,1e-05,0.419,uniform
Caldilinea aerophila,0.6514,0.0,4e-05,0.094,uniform
Phycisphaera mikurensis,0.9875,0.0,0.0,0.273,uniform
Leptospirillum ferrooxidans,0.7668,0.0,5e-05,0.383,uniform
Helicobacter cinaedi,0.9701,0.0,1e-05,0.353,uniform
Sulfuritalea hydrogenivorans,0.9819,0.0,0.0,0.237,uniform
Plautia stali,0.9823,0.0,0.0,0.309,uniform
Bradyrhizobium oligotrophicum,0.7892,0.0,2e-05,0.046,uniform
Enterococcus mundtii,0.8947,0.0,0.0,0.024,uniform
Sulfuricella denitrificans,0.9884,0.0,0.0,0.313,uniform
Pseudomonas resinovorans,0.9719,0.0,0.0,0.091,uniform
Adlercreutzia equolifaciens,0.9444,0.0,1e-05,0.352,uniform
Pseudothermotoga elfii,0.9704,0.0,1e-05,0.452,uniform
Thermotoga profunda,0.9592,0.0,1e-05,0.193,uniform
Ichthyobacterium seriolicida,0.9772,0.0,0.0,0.152,uniform
Comamonadaceae bacterium,0.9494,0.0,1e-05,0.403,uniform
Winogradskyella sp,0.9267,0.0,0.0,0.017,uniform
Streptococcus troglodytae,0.9292,0.0,0.0,0.027,uniform
Chryseobacterium sp,0.95,0.0,0.0,0.004,uniform
Acinetobacter guillouiae,0.9693,0.0,0.0,0.025,uniform
Thioploca ingrica,0.9656,0.0,0.0,0.032,uniform
Vibrio tritonius,0.945,0.0,1e-05,0.105,uniform
Leptolyngbya boryana,0.9553,0.0,0.0,0.032,uniform
Lactobacillus hokkaidonensis,0.9587,0.0,0.0,0.119,uniform
Methylobacterium aquaticum,0.9244,0.0,1e-05,0.156,uniform
Sulfurospirillum sp,0.9636,0.0,0.0,0.094,uniform
Sulfurospirillum cavolei,0.9626,0.0,1e-05,0.19,uniform
Lactobacillus acetotolerans,0.9338,0.0,1e-05,0.349,uniform
Geminocystis sp,0.9391,0.0,0.0,0.023,uniform
Sulfurifustis variabilis,0.9771,0.0,0.0,0.262,uniform
Lysobacter enzymogenes,0.9942,0.0,0.0,0.093,uniform
Caldimicrobium thiodismutans,0.984,0.0,0.0,0.272,uniform
Variibacter gotjawalensis,0.9771,0.0,1e-05,0.177,uniform
Fischerella sp,0.9223,0.0,0.0,0.019,uniform
Aneurinibacillus soli,0.9691,0.0,0.0,0.059,uniform
Mucilaginibacter gotjawali,0.8093,0.0,1e-05,0.013,uniform
Stanieria sp,0.9773,0.0,0.0,0.02,uniform
Filimonas lacunae,0.8911,0.0,0.0,0.006,uniform
Streptomyces laurentii,0.8573,0.0,1e-05,0.058,uniform
Hafnia sp,0.9605,0.0,0.0,0.103,uniform
Actinomyces naeslundii,0.9951,0.0,0.0,0.02,uniform
Rothia aeria,0.9676,0.0,0.0,0.024,uniform
Fusobacterium varium,0.9675,0.0,0.0,0.011,uniform
Neochlamydia sp,0.9875,0.0,0.0,0.187,uniform
Petrimonas sp,0.8556,0.0,1e-05,0.046,uniform
Marinifilaceae bacterium,0.8949,0.0,0.0,0.008,uniform
Thiohalobacter thiocyanaticus,0.9446,0.0,1e-05,0.398,uniform
Mycobacterium shigaense,0.8918,0.0,1e-05,0.147,uniform
Mycobacterium stephanolepidis,0.8696,0.0,2e-05,0.227,uniform
Chondrocystis sp,0.9609,0.0,0.0,0.03,uniform
Ureibacillus thermosphaericus,0.8489,0.0,1e-05,0.027,uniform
Vibrio casei,0.9309,0.0,1e-05,0.114,uniform
Vibrio rumoiensis,0.6429,0.0,5e-05,0.137,uniform
Vibrio aphrogenes,0.9878,0.0,0.0,0.13,uniform
Ferriphaselus amnicola,0.9579,0.0,1e-05,0.371,uniform
Aquitalea magnusonii,0.7437,0.0,1e-05,0.046,uniform
Bacillus halodurans,0.9479,0.0,0.0,0.061,uniform
Mesorhizobium loti,0.776,0.0,2e-05,0.07,uniform
Clostridium perfringens,0.9596,0.0,0.0,0.019,uniform
Nostoc sp,0.9483,0.0,0.0,0.017,uniform
Synechocystis sp,0.9243,0.0,1e-05,0.125,uniform
Mycoplasma penetrans,0.9464,0.0,1e-05,0.252,uniform
Oceanobacillus iheyensis,0.9205,0.0,0.0,0.027,uniform
Streptomyces avermitilis,0.9513,0.0,0.0,0.037,uniform
Vibrio parahaemolyticus,0.9168,0.0,1e-05,0.119,uniform
Corynebacterium efficiens,0.7939,0.0,4e-05,0.222,uniform
Vibrio vulnificus,0.9224,0.0,1e-05,0.119,uniform
Bradyrhizobium diazoefficiens,0.7693,0.0,1e-05,0.034,uniform
Gloeobacter violaceus,0.9877,0.0,0.0,0.174,uniform
Rhodopirellula baltica,0.886,0.0,1e-05,0.033,uniform
Corynebacterium diphtheriae,0.9087,0.0,1e-05,0.234,uniform
Mycoplasma mycoides,0.9769,0.0,1e-05,0.384,uniform
Bordetella parapertussis,0.9883,0.0,0.0,0.414,uniform
Bordetella bronchiseptica,0.9822,0.0,0.0,0.219,uniform
Photorhabdus luminescens,0.9718,0.0,0.0,0.039,uniform
Wolinella succinogenes,0.9151,0.0,2e-05,0.405,uniform
Bdellovibrio bacteriovorus,0.7338,0.0,3e-05,0.121,uniform
Bartonella quintana,0.9752,0.0,1e-05,0.488,uniform
Erwinia carotovora,0.9609,0.0,0.0,0.129,uniform
Vibrio fischeri,0.9253,0.0,1e-05,0.061,uniform
Streptococcus thermophilus,0.959,0.0,0.0,0.035,uniform
Ruegeria pomeroyi,0.9378,0.0,1e-05,0.463,uniform
Lactobacillus acidophilus,0.9796,0.0,0.0,0.108,uniform
Haemophilus influenzae,0.9744,0.0,0.0,0.033,uniform
Pseudomonas savastanoi,0.9893,0.0,0.0,0.115,uniform
Pseudomonas protegens,0.9469,0.0,0.0,0.074,uniform
Psychrobacter arcticus,0.9911,0.0,0.0,0.165,uniform
Colwellia psychrerythraea,0.7856,0.0,1e-05,0.012,uniform
Candidatus Pelagibacter,0.9893,0.0,0.0,0.348,uniform
Rickettsia bellii,0.9828,0.0,0.0,0.4,uniform
Thermobifida fusca,0.9568,0.0,1e-05,0.449,uniform
Dechloromonas aromatica,0.9679,0.0,0.0,0.124,uniform
Chlorobium luteolum,0.9683,0.0,1e-05,0.466,uniform
Nitrosospira multiformis,0.9678,0.0,1e-05,0.242,uniform
Chlorobium chlorochromatii,0.9515,0.0,1e-05,0.125,uniform
Thiomicrospira crunogena,0.9465,0.0,1e-05,0.191,uniform
Desulfovibrio alaskensis,0.9753,0.0,1e-05,0.263,uniform
Myxococcus xanthus,0.7736,0.0,2e-05,0.041,uniform
Nitrobacter winogradskyi,0.9907,0.0,0.0,0.333,uniform
Anabaena variabilis,0.9638,0.0,0.0,0.017,uniform
Nitrosococcus oceani,0.8047,0.0,3e-05,0.233,uniform
Bacteroides vulgatus,0.958,0.0,0.0,0.005,uniform
Parabacteroides distasonis,0.8761,0.0,0.0,0.01,uniform
Carboxydothermus hydrogenoformans,0.9816,0.0,0.0,0.201,uniform
Pelobacter carbinolicus,0.9355,0.0,1e-05,0.2,uniform
Geobacter metallireducens,0.9631,0.0,1e-05,0.214,uniform
Sulfurimonas denitrificans,0.9812,0.0,0.0,0.08,uniform
Paenibacillus polymyxa,0.9395,0.0,0.0,0.049,uniform
Hahella chejuensis,0.9642,0.0,0.0,0.024,uniform
Hyphomonas neptunium,0.9826,0.0,0.0,0.441,uniform
Salinibacter ruber,0.9944,0.0,0.0,0.374,uniform
Rhodospirillum rubrum,0.6602,0.0,7e-05,0.219,uniform
Moorella thermoacetica,0.9829,0.0,1e-05,0.474,uniform
Lactobacillus salivarius,0.9236,0.0,0.0,0.052,uniform
Ramlibacter tataouinensis,0.8766,0.0,1e-05,0.221,uniform
Frankia casuarinae,0.9518,0.0,1e-05,0.222,uniform
Rhodopseudomonas palustris,0.6705,0.0,3e-05,0.096,uniform
Anaeromyxobacter dehalogenans,0.8377,0.0,3e-05,0.19,uniform
Syntrophus aciditrophicus,0.9877,0.0,0.0,0.242,uniform
Jannaschia sp,0.9748,0.0,1e-05,0.353,uniform
Rhodoferax ferrireducens,0.8099,0.0,2e-05,0.114,uniform
Janthinobacterium sp,0.8681,0.0,1e-05,0.183,uniform
Paraburkholderia xenovorans,0.9902,0.0,0.0,0.254,uniform
Saccharophagus degradans,0.8611,0.0,1e-05,0.035,uniform
Methylobacillus flagellatus,0.7874,0.0,5e-05,0.33,uniform
Chromohalobacter salexigens,0.9746,0.0,1e-05,0.348,uniform
Shewanella denitrificans,0.9627,0.0,0.0,0.078,uniform
Pseudomonas stutzeri,0.7867,0.0,2e-05,0.157,uniform
Polaromonas sp,0.7642,0.0,2e-05,0.097,uniform
Nitrobacter hamburgensis,0.9918,0.0,0.0,0.273,uniform
Psychrobacter cryohalolentis,0.9723,0.0,0.0,0.114,uniform
Mycobacterium ulcerans,0.9921,0.0,0.0,0.454,uniform
Leptospira borgpetersenii,0.8267,0.0,1e-05,0.096,uniform
Cupriavidus metallidurans,0.9833,0.0,1e-05,0.374,uniform
Candidatus Koribacter,0.915,0.0,1e-05,0.105,uniform
Arcobacter butzleri,0.9147,0.0,0.0,0.04,uniform
Roseobacter denitrificans,0.8944,0.0,1e-05,0.169,uniform
Clostridium novyi,0.8306,0.0,1e-05,0.038,uniform
Cytophaga hutchinsonii,0.964,0.0,0.0,0.024,uniform
Mycobacterium sp,0.9889,0.0,0.0,0.129,uniform
Streptococcus sanguinis,0.7969,0.0,1e-05,0.026,uniform
Pseudoalteromonas atlantica,0.9586,0.0,0.0,0.047,uniform
Chelativorans sp,0.9888,0.0,0.0,0.184,uniform
Trichodesmium erythraeum,0.94,0.0,0.0,0.005,uniform
Streptococcus suis,0.8082,0.0,1e-05,0.009,uniform
Oenococcus oeni,0.9809,0.0,1e-05,0.283,uniform
Lactobacillus gasseri,0.9908,0.0,0.0,0.143,uniform
Leuconostoc mesenteroides,0.9852,0.0,0.0,0.157,uniform
Lactobacillus brevis,0.9595,0.0,1e-05,0.404,uniform
Pediococcus pentosaceus,0.903,0.0,1e-05,0.121,uniform
Lactobacillus paracasei,0.7337,0.0,4e-05,0.26,uniform
Rhodococcus jostii,0.9905,0.0,0.0,0.048,uniform
Haemophilus somnus,0.9845,0.0,0.0,0.112,uniform
Shewanella sp,0.9901,0.0,0.0,0.07,uniform
Shewanella frigidimarina,0.9612,0.0,0.0,0.025,uniform
Syntrophomonas wolfei,0.956,0.0,1e-05,0.178,uniform
Nitrosomonas eutropha,0.6772,0.0,7e-05,0.379,uniform
Arthrobacter sp,0.9316,0.0,1e-05,0.18,uniform
Aeromonas hydrophila,0.9585,0.0,0.0,0.185,uniform
Magnetococcus marinus,0.7755,0.0,3e-05,0.113,uniform
Shewanella piezotolerans,0.9259,0.0,0.0,0.027,uniform
Candidatus Solibacter,0.9425,0.0,0.0,0.027,uniform
Paenarthrobacter aurescens,0.8773,0.0,1e-05,0.149,uniform
Syntrophobacter fumaroxidans,0.8301,0.0,2e-05,0.171,uniform
Mycobacterium smegmatis,0.81,0.0,1e-05,0.098,uniform
Pelobacter propionicus,0.9918,0.0,0.0,0.259,uniform
Campylobacter fetus,0.9557,0.0,1e-05,0.308,uniform
Chlorobium phaeobacteroides,0.9933,0.0,0.0,0.178,uniform
Bradyrhizobium sp,0.8788,0.0,1e-05,0.065,uniform
Shewanella amazonensis,0.9953,0.0,0.0,0.078,uniform
Nocardioides sp,0.9812,0.0,0.0,0.186,uniform
Psychromonas ingrahamii,0.9591,0.0,0.0,0.026,uniform
Mycobacterium vanbaalenii,0.9177,0.0,1e-05,0.081,uniform
Acidovorax citrulli,0.8834,0.0,1e-05,0.16,uniform
Marinobacter hydrocarbonoclasticus,0.9907,0.0,0.0,0.187,uniform
Lactobacillus helveticus,0.9907,0.0,0.0,0.274,uniform
Acinetobacter baumannii,0.9784,0.0,0.0,0.05,uniform
Desulfovibrio vulgaris,0.7984,0.0,2e-05,0.308,uniform
Polaromonas naphthalenivorans,0.9883,0.0,0.0,0.175,uniform
Acidovorax sp,0.982,0.0,0.0,0.33,uniform
Verminephrobacter eiseniae,0.8155,0.0,1e-05,0.08,uniform
Methylibium petroleiphilum,0.8369,0.0,4e-05,0.453,uniform
Geobacillus thermodenitrificans,0.9813,0.0,0.0,0.121,uniform
Shewanella baltica,0.9806,0.0,0.0,0.039,uniform
Ruminiclostridium thermocellum,0.9708,0.0,0.0,0.035,uniform
Actinobacillus pleuropneumoniae,0.9443,0.0,0.0,0.03,uniform
Shewanella loihica,0.7888,0.0,2e-05,0.119,uniform
Desulfotomaculum reducens,0.9341,0.0,1e-05,0.074,uniform
Rhodospirillum centenum,0.8315,0.0,2e-05,0.225,uniform
Agrobacterium radiobacter,0.9909,0.0,0.0,0.259,uniform
Agrobacterium vitis,0.9808,0.0,0.0,0.223,uniform
Aeromonas salmonicida,0.9802,0.0,0.0,0.292,uniform
Enterobacter sp,0.7795,0.0,2e-05,0.132,uniform
Polynucleobacter asymbioticus,0.8688,0.0,2e-05,0.253,uniform
Mycobacterium gilvum,0.7798,0.0,3e-05,0.17,uniform
Salinispora tropica,0.9986,0.0,0.0,0.189,uniform
Caldicellulosiruptor saccharolyticus,0.9352,0.0,1e-05,0.066,uniform
Pseudomonas mendocina,0.9863,0.0,0.0,0.141,uniform
Shewanella putrefaciens,0.9741,0.0,0.0,0.041,uniform
Flavobacterium johnsoniae,0.98,0.0,0.0,0.005,uniform
Roseiflexus sp,0.9824,0.0,0.0,0.087,uniform
Geobacter uraniireducens,0.894,0.0,1e-05,0.085,uniform
Sphingomonas wittichii,0.7993,0.0,2e-05,0.247,uniform
Psychrobacter sp,0.9808,0.0,0.0,0.099,uniform
Thermosipho melanesiensis,0.9806,0.0,0.0,0.152,uniform
Yersinia pseudotuberculosis,0.961,0.0,0.0,0.132,uniform
Clostridium beijerinckii,0.9721,0.0,0.0,0.004,uniform
Alkaliphilus metalliredigens,0.9462,0.0,0.0,0.017,uniform
Streptococcus gordonii,0.9407,0.0,0.0,0.029,uniform
Clostridium botulinum,0.96,0.0,0.0,0.012,uniform
Sinorhizobium medicae,0.9912,0.0,0.0,0.291,uniform
Actinobacillus succinogenes,0.8922,0.0,1e-05,0.045,uniform
Marinomonas sp,0.899,0.0,0.0,0.023,uniform
Kineococcus radiotolerans,0.9949,0.0,0.0,0.181,uniform
Ochrobactrum anthropi,0.9866,0.0,0.0,0.475,uniform
Bacillus cytotoxicus,0.9509,0.0,0.0,0.017,uniform
Campylobacter curvus,0.9482,0.0,1e-05,0.105,uniform
Anaeromyxobacter sp,0.9829,0.0,0.0,0.162,uniform
Fervidobacterium nodosum,0.786,0.0,2e-05,0.248,uniform
Parvibaculum lavamentivorans,0.9697,0.0,1e-05,0.403,uniform
Campylobacter hominis,0.9551,0.0,1e-05,0.218,uniform
Leptospira biflexa,0.8604,0.0,1e-05,0.055,uniform
Xanthobacter autotrophicus,0.9776,0.0,0.0,0.115,uniform
Cronobacter sakazakii,0.8502,0.0,2e-05,0.314,uniform
Vibrio campbellii,0.9248,0.0,1e-05,0.134,uniform
Campylobacter concisus,0.9903,0.0,0.0,0.03,uniform
Roseiflexus castenholzii,0.8251,0.0,1e-05,0.09,uniform
Cyanothece sp,0.9633,0.0,0.0,0.022,uniform
Bacillus pumilus,0.983,0.0,0.0,0.069,uniform
Lysinibacillus sphaericus,0.9441,0.0,0.0,0.021,uniform
Frankia sp,0.5674,0.0,4e-05,0.031,uniform
Shewanella sediminis,0.8387,0.0,1e-05,0.032,uniform
Citrobacter koseri,0.9076,0.0,1e-05,0.085,uniform
Serratia proteamaculans,0.9591,0.0,0.0,0.071,uniform
Acaryochloris marina,0.9787,0.0,0.0,0.024,uniform
Salinispora arenicola,0.7404,0.0,2e-05,0.075,uniform
Shewanella pealeana,0.9737,0.0,0.0,0.033,uniform
Alkaliphilus oremlandii,0.9903,0.0,0.0,0.038,uniform
Mycobacterium marinum,0.9828,0.0,0.0,0.338,uniform
Desulfococcus oleovorans,0.9713,0.0,0.0,0.186,uniform
Herpetosiphon aurantiacus,0.9433,0.0,0.0,0.021,uniform
Petrotoga mobilis,0.9645,0.0,0.0,0.123,uniform
Delftia acidovorans,0.992,0.0,0.0,0.086,uniform
Lachnoclostridium phytofermentans,0.9215,0.0,0.0,0.008,uniform
Acholeplasma laidlawii,0.994,0.0,0.0,0.24,uniform
Bacillus weihenstephanensis,0.9829,0.0,0.0,0.017,uniform
Methylobacterium extorquens,0.9572,0.0,1e-05,0.288,uniform
Chloroflexus aurantiacus,0.9983,0.0,0.0,0.244,uniform
Renibacterium salmoninarum,0.8876,0.0,1e-05,0.264,uniform
Anoxybacillus flavithermus,0.9411,0.0,1e-05,0.113,uniform
Thermoanaerobacter sp,0.976,0.0,0.0,0.291,uniform
Thermoanaerobacter pseudethanolicus,0.9727,0.0,0.0,0.352,uniform
Caulobacter sp,0.6132,0.0,8e-05,0.113,uniform
Shewanella halifaxensis,0.9757,0.0,0.0,0.034,uniform
Campylobacter lari,0.9046,0.0,1e-05,0.282,uniform
Cellvibrio japonicus,0.9825,0.0,0.0,0.059,uniform
Francisella philomiragia,0.982,0.0,0.0,0.145,uniform
Methylobacterium sp,0.9761,0.0,0.0,0.103,uniform
Shewanella woodyi,0.9906,0.0,0.0,0.018,uniform
Klebsiella variicola,0.9079,0.0,1e-05,0.195,uniform
Methylacidiphilum infernorum,0.8977,0.0,2e-05,0.299,uniform
Methylobacterium radiotolerans,0.9847,0.0,0.0,0.133,uniform
Leptothrix cholodnii,0.9773,0.0,1e-05,0.348,uniform
Beijerinckia indica,0.9231,0.0,1e-05,0.156,uniform
Exiguobacterium sibiricum,0.9329,0.0,1e-05,0.119,uniform
Methylobacterium populi,0.9695,0.0,0.0,0.12,uniform
Opitutus terrae,0.8041,0.0,2e-05,0.102,uniform
Natranaerobius thermophilus,0.9719,0.0,0.0,0.057,uniform
Nostoc punctiforme,0.9403,0.0,0.0,0.007,uniform
Paraburkholderia phymatum,0.879,0.0,3e-05,0.438,uniform
Paraburkholderia phytofirmans,0.9621,0.0,1e-05,0.262,uniform
Elusimicrobium minutum,0.9932,0.0,0.0,0.406,uniform
Ralstonia pickettii,0.9606,0.0,0.0,0.038,uniform
Akkermansia muciniphila,0.91,0.0,2e-05,0.305,uniform
Sulfurihydrogenibium sp,0.9898,0.0,0.0,0.161,uniform
Desulfobacterium autotrophicum,0.758,0.0,1e-05,0.039,uniform
Geobacter lovleyi,0.9478,0.0,1e-05,0.25,uniform
Chlorobium limicola,0.9612,0.0,1e-05,0.335,uniform
Halothermothrix orenii,0.9655,0.0,0.0,0.102,uniform
Chloroherpeton thalassium,0.7606,0.0,3e-05,0.102,uniform
Candidatus Amoebophilus,0.976,0.0,1e-05,0.399,uniform
Alteromonas mediterranea,0.7679,0.0,1e-05,0.041,uniform
Eubacterium eligens,0.9619,0.0,0.0,0.062,uniform
Eubacterium rectale,0.6852,0.0,1e-05,0.011,uniform
Prosthecochloris aestuarii,0.8427,0.0,3e-05,0.466,uniform
