Species,r_value,p_value,stError,euclidean,distribution
Haliangium ochraceum,0.9366,0.0,0.0,0.145,uniform
Butyrivibrio proteoclasticus,0.9975,0.0,0.0,0.367,uniform
Streptosporangium roseum,0.9883,0.0,0.0,0.103,uniform
Sanguibacter keddieii,0.9787,0.0,1e-05,0.461,uniform
Veillonella parvula,0.8571,0.0,0.0,0.029,uniform
Xylanimonas cellulosilytica,0.9965,0.0,0.0,0.423,uniform
Conexibacter woesei,0.9946,0.0,0.0,0.392,uniform
Brachyspira murdochii,0.9858,0.0,0.0,0.278,uniform
Bacillus megaterium,0.9989,0.0,0.0,0.473,uniform
Amycolatopsis mediterranei,0.9989,0.0,0.0,0.181,uniform
Prevotella ruminicola,0.9807,0.0,0.0,0.059,uniform
Nocardiopsis dassonvillei,0.9791,0.0,1e-05,0.465,uniform
Streptomyces bingchenggensis,0.9975,0.0,0.0,0.114,uniform
'Nostoc azollae',0.9958,0.0,0.0,0.24,uniform
Clostridium saccharolyticum,0.972,0.0,0.0,0.203,uniform
Sediminispirochaeta smaragdinae,0.9887,0.0,0.0,0.461,uniform
Prevotella melaninogenica,0.9961,0.0,0.0,0.036,uniform
Maribacter sp,0.9925,0.0,0.0,0.423,uniform
Clostridium cellulovorans,0.9903,0.0,0.0,0.096,uniform
Stigmatella aurantiaca,0.9979,0.0,0.0,0.221,uniform
Rothia dentocariosa,0.9775,0.0,0.0,0.025,uniform
Marivirga tractuosa,0.9985,0.0,0.0,0.315,uniform
Bacteroides helcogenes,0.9671,0.0,1e-05,0.342,uniform
Filifactor alocis,0.9914,0.0,0.0,0.236,uniform
Bacillus cellulosilyticus,0.937,0.0,1e-05,0.365,uniform
Cellulophaga algicola,0.9875,0.0,0.0,0.179,uniform
Bacteroides salanitronis,0.9947,0.0,0.0,0.182,uniform
Cellulophaga lytica,0.9938,0.0,0.0,0.221,uniform
Fluviicola taffensis,0.998,0.0,0.0,0.26,uniform
Odoribacter splanchnicus,0.9978,0.0,0.0,0.192,uniform
Pseudopedobacter saltans,0.9829,0.0,0.0,0.394,uniform
Carnobacterium sp,0.9984,0.0,0.0,0.483,uniform
Clostridium lentocellum,0.9902,0.0,0.0,0.213,uniform
Sphingobacterium sp,0.9941,0.0,0.0,0.431,uniform
Prevotella denticola,0.9927,0.0,0.0,0.022,uniform
Selenomonas sputigena,0.9871,0.0,0.0,0.083,uniform
Gallibacterium anatis,0.9861,0.0,0.0,0.407,uniform
Haliscomenobacter hydrossis,0.9936,0.0,0.0,0.085,uniform
Pseudopropionibacterium propionicum,0.9813,0.0,0.0,0.212,uniform
Methylomonas methanica,0.9534,0.0,1e-05,0.484,uniform
Desulfotomaculum ruminis,0.9852,0.0,0.0,0.461,uniform
Myxococcus macrosporus,0.9879,0.0,0.0,0.22,uniform
Streptococcus parasanguinis,0.9852,0.0,0.0,0.03,uniform
Runella slithyformis,0.9184,0.0,1e-05,0.29,uniform
Paenibacillus mucilaginosus,0.9886,0.0,0.0,0.378,uniform
Brachyspira intermedia,0.9858,0.0,0.0,0.252,uniform
Streptococcus pseudopneumoniae,0.9916,0.0,0.0,0.028,uniform
Cyclobacterium marinum,0.9892,0.0,0.0,0.124,uniform
Emticicia oligotrophica,0.9904,0.0,0.0,0.347,uniform
Acetobacterium woodii,0.9906,0.0,0.0,0.256,uniform
Streptomyces violaceusniger,0.9906,0.0,0.0,0.138,uniform
Muricauda ruestringensis,0.9968,0.0,0.0,0.346,uniform
Streptococcus lutetiensis,0.9987,0.0,0.0,0.291,uniform
Roseburia hominis,0.9985,0.0,0.0,0.419,uniform
Clostridium clariflavum,0.9659,0.0,0.0,0.2,uniform
Desulfosporosinus orientis,0.992,0.0,0.0,0.364,uniform
Actinoplanes sp,0.9718,0.0,0.0,0.223,uniform
Niastella koreensis,0.999,0.0,0.0,0.179,uniform
Tannerella forsythia,0.9801,0.0,0.0,0.064,uniform
Flavobacterium columnare,0.9968,0.0,0.0,0.394,uniform
Clostridium sp,0.9982,0.0,0.0,0.297,uniform
Clostridium pasteurianum,0.9928,0.0,0.0,0.099,uniform
Streptomyces hygroscopicus,0.9915,0.0,0.0,0.18,uniform
Belliella baltica,0.9938,0.0,0.0,0.316,uniform
Streptococcus infantarius,0.9862,0.0,0.0,0.246,uniform
Bernardetia litoralis,0.969,0.0,0.0,0.106,uniform
Echinicola vietnamensis,0.9907,0.0,0.0,0.478,uniform
Solitalea canadensis,0.9893,0.0,0.0,0.152,uniform
Desulfomonile tiedjei,0.937,0.0,1e-05,0.345,uniform
Singulisphaera acidiphila,0.9837,0.0,0.0,0.445,uniform
Prevotella dentalis,0.9304,0.0,1e-05,0.262,uniform
Corallococcus coralloides,0.9894,0.0,0.0,0.126,uniform
Ignavibacterium album,0.8233,0.0,2e-05,0.284,uniform
Prevotella intermedia,0.9893,0.0,0.0,0.127,uniform
Enterococcus hirae,0.9866,0.0,0.0,0.483,uniform
Rivularia sp,0.9979,0.0,0.0,0.042,uniform
Flammeovirga sp,0.972,0.0,0.0,0.126,uniform
Oscillatoria acuminata,0.9989,0.0,0.0,0.369,uniform
Oscillatoria nigro,0.9717,0.0,0.0,0.19,uniform
Crinalium epipsammum,0.9938,0.0,0.0,0.372,uniform
Desulfosporosinus meridiei,0.9985,0.0,0.0,0.413,uniform
Microcoleus sp,0.9891,0.0,0.0,0.106,uniform
Gloeocapsa sp,0.9945,0.0,0.0,0.364,uniform
Stanieria cyanosphaera,0.9889,0.0,0.0,0.478,uniform
Anabaena cylindrica,0.9306,0.0,1e-05,0.149,uniform
Bibersteinia trehalosi,0.9439,0.0,1e-05,0.094,uniform
Streptococcus constellatus,0.9579,0.0,0.0,0.059,uniform
Paraglaciecola psychrophila,0.9954,0.0,0.0,0.302,uniform
Streptococcus anginosus,0.9436,0.0,0.0,0.104,uniform
Nocardia brasiliensis,0.9901,0.0,0.0,0.311,uniform
Psychroflexus torquis,0.9883,0.0,0.0,0.34,uniform
Calothrix sp,0.9881,0.0,0.0,0.271,uniform
Leptolyngbya sp,0.9042,0.0,1e-05,0.499,uniform
Cyanobacterium aponinum,0.9948,0.0,0.0,0.345,uniform
Myxococcus stipitatus,0.9662,0.0,0.0,0.124,uniform
Paenibacillus sabinae,0.9897,0.0,0.0,0.464,uniform
Clostridium saccharoperbutylacetonicum,0.9908,0.0,0.0,0.034,uniform
Polaribacter sp,0.9807,0.0,0.0,0.321,uniform
Corynebacterium vitaeruminis,0.9989,0.0,0.0,0.397,uniform
Flammeovirgaceae bacterium,0.9887,0.0,0.0,0.132,uniform
Streptococcus cristatus,0.9809,0.0,0.0,0.029,uniform
Mannheimia haemolytica,0.9894,0.0,0.0,0.039,uniform
Streptomyces fulvissimus,0.9849,0.0,0.0,0.413,uniform
Bacillus sp,0.9843,0.0,0.0,0.385,uniform
Myxococcus fulvus,0.9975,0.0,0.0,0.091,uniform
Actinoplanes friuliensis,0.9979,0.0,0.0,0.228,uniform
Clostridium saccharobutylicum,0.8396,0.0,1e-05,0.074,uniform
Streptococcus sp,0.9877,0.0,0.0,0.031,uniform
Lysinibacillus varians,0.9971,0.0,0.0,0.445,uniform
Nocardia nova,0.996,0.0,0.0,0.377,uniform
Bacillus toyonensis,0.9923,0.0,0.0,0.337,uniform
Clostridium baratii,0.867,0.0,1e-05,0.197,uniform
Mannheimia sp,0.9507,0.0,0.0,0.043,uniform
Mannheimia varigena,0.9959,0.0,0.0,0.067,uniform
Achromobacter xylosoxidans,0.9983,0.0,0.0,0.301,uniform
Barnesiella viscericola,0.9896,0.0,0.0,0.32,uniform
Niabella soli,0.9946,0.0,0.0,0.498,uniform
Chania multitudinisentens,0.9814,0.0,0.0,0.466,uniform
Opitutaceae bacterium,0.9982,0.0,0.0,0.416,uniform
Gynuella sunshinyii,0.9949,0.0,0.0,0.318,uniform
Kutzneria albida,0.9906,0.0,0.0,0.173,uniform
Virgibacillus sp,0.9981,0.0,0.0,0.461,uniform
Siansivirga zeaxanthinifaciens,0.9825,0.0,0.0,0.444,uniform
Draconibacterium orientale,0.9991,0.0,0.0,0.442,uniform
Bacteroides dorei,0.9994,0.0,0.0,0.176,uniform
Bacillus pseudomycoides,0.9869,0.0,0.0,0.162,uniform
Streptomyces lydicus,0.9911,0.0,0.0,0.221,uniform
Actinobacillus equuli,0.9793,0.0,0.0,0.03,uniform
Neisseria elongata,0.9673,0.0,0.0,0.028,uniform
Brevibacillus laterosporus,0.997,0.0,0.0,0.215,uniform
Pelosinus sp,0.9956,0.0,0.0,0.127,uniform
Terribacillus goriensis,0.9977,0.0,0.0,0.486,uniform
Amycolatopsis methanolica,0.979,0.0,0.0,0.31,uniform
Actinobacillus suis,0.9674,0.0,0.0,0.03,uniform
Clostridium sporogenes,0.9995,0.0,0.0,0.197,uniform
Megasphaera elsdenii,0.9984,0.0,0.0,0.226,uniform
Paenibacillus borealis,0.9907,0.0,0.0,0.084,uniform
Paenibacillus graminis,0.9841,0.0,0.0,0.179,uniform
Paenibacillus odorifer,0.989,0.0,0.0,0.14,uniform
Pontibacter korlensis,0.99,0.0,0.0,0.174,uniform
Clostridium aceticum,0.9869,0.0,0.0,0.341,uniform
Bacillus mycoides,0.9942,0.0,0.0,0.335,uniform
Parvimonas micra,0.9862,0.0,0.0,0.148,uniform
Chryseobacterium gallinarum,0.9809,0.0,0.0,0.204,uniform
Clostridium scatologenes,0.985,0.0,0.0,0.121,uniform
Collimonas arenae,0.9979,0.0,0.0,0.417,uniform
Cellulophaga baltica,0.9868,0.0,0.0,0.184,uniform
Myroides sp,0.9979,0.0,0.0,0.393,uniform
Streptomyces vietnamensis,0.9911,0.0,0.0,0.397,uniform
Pragia fontium,0.9862,0.0,0.0,0.347,uniform
Spirosoma radiotolerans,0.9939,0.0,0.0,0.189,uniform
Lysinibacillus fusiformis,0.9989,0.0,0.0,0.468,uniform
Pelosinus fermentans,0.9879,0.0,0.0,0.118,uniform
Bacillus simplex,0.979,0.0,0.0,0.173,uniform
Paenibacillus beijingensis,0.9496,0.0,1e-05,0.488,uniform
Luteipulveratus mongoliensis,0.9858,0.0,0.0,0.38,uniform
Sandaracinus amylolyticus,0.9825,0.0,0.0,0.081,uniform
Planctomyces sp,0.9976,0.0,0.0,0.349,uniform
Flavisolibacter tropicus,0.985,0.0,0.0,0.275,uniform
Archangium gephyra,0.9963,0.0,0.0,0.127,uniform
Paenibacillus peoriae,0.972,0.0,0.0,0.317,uniform
Streptomyces noursei,0.9988,0.0,0.0,0.333,uniform
Corynebacterium mustelae,0.9925,0.0,0.0,0.455,uniform
Bacillus filamentosus,0.9973,0.0,0.0,0.37,uniform
Cyclobacterium amurskyense,0.9924,0.0,0.0,0.202,uniform
Eubacterium sulci,0.992,0.0,0.0,0.018,uniform
Olsenella sp,0.9943,0.0,0.0,0.006,uniform
Selenomonas sp,0.9945,0.0,0.0,0.028,uniform
Actinomyces meyeri,0.9713,0.0,0.0,0.032,uniform
Prevotella fusca,0.9909,0.0,0.0,0.006,uniform
Anaerostipes hadrus,0.997,0.0,0.0,0.196,uniform
Myxococcus hansupus,0.9946,0.0,0.0,0.345,uniform
Chondromyces crocatus,0.9979,0.0,0.0,0.091,uniform
Campylobacter gracilis,0.9804,0.0,0.0,0.063,uniform
Massilia sp,0.9899,0.0,0.0,0.496,uniform
Labilithrix luteola,0.9955,0.0,0.0,0.14,uniform
Beggiatoa leptomitoformis,0.9987,0.0,0.0,0.344,uniform
Streptomyces ambofaciens,0.9915,0.0,0.0,0.46,uniform
Leptotrichia sp,0.9868,0.0,0.0,0.005,uniform
Capnocytophaga sp,0.9951,0.0,0.0,0.037,uniform
Actinomyces sp,0.996,0.0,0.0,0.016,uniform
Kibdelosporangium phytohabitans,0.9975,0.0,0.0,0.149,uniform
Bacteroides cellulosilyticus,0.9899,0.0,0.0,0.071,uniform
Acinetobacter equi,0.9547,0.0,1e-05,0.395,uniform
Algibacter alginicilyticus,0.9995,0.0,0.0,0.285,uniform
Bacteroides ovatus,0.8512,0.0,1e-05,0.054,uniform
Pedobacter sp,0.9799,0.0,0.0,0.116,uniform
Salinivirga cyanobacteriivorans,0.9839,0.0,0.0,0.243,uniform
Prevotella enoeca,0.9688,0.0,0.0,0.005,uniform
Collimonas pratensis,0.9829,0.0,0.0,0.446,uniform
Clostridium butyricum,0.9865,0.0,0.0,0.268,uniform
Fusobacterium hwasookii,0.9974,0.0,0.0,0.012,uniform
Enterococcus silesiacus,0.9934,0.0,0.0,0.237,uniform
Myroides odoratimimus,0.9966,0.0,0.0,0.453,uniform
Gibbsiella quercinecans,0.9723,0.0,1e-05,0.461,uniform
Paeniclostridium sordellii,0.9906,0.0,0.0,0.234,uniform
Clostridium tyrobutyricum,0.996,0.0,0.0,0.328,uniform
Clostridium argentinense,0.994,0.0,0.0,0.175,uniform
Actinomyces radicidentis,0.9867,0.0,0.0,0.01,uniform
Actinomyces oris,0.9909,0.0,0.0,0.021,uniform
Gemella sp,0.9824,0.0,0.0,0.035,uniform
Spirosoma montaniterrae,0.998,0.0,0.0,0.441,uniform
Pedobacter cryoconitis,0.974,0.0,0.0,0.117,uniform
Sporosarcina psychrophila,0.9966,0.0,0.0,0.258,uniform
Pontibacter akesuensis,0.9896,0.0,0.0,0.437,uniform
Mucilaginibacter sp,0.9365,0.0,1e-05,0.237,uniform
Shewanella psychrophila,0.9896,0.0,0.0,0.353,uniform
Pseudomonas silesiensis,0.9817,0.0,0.0,0.343,uniform
Rhizobacter gummiphilus,0.9966,0.0,0.0,0.493,uniform
Luteitalea pratensis,0.9459,0.0,1e-05,0.459,uniform
Streptococcus marmotae,0.992,0.0,0.0,0.41,uniform
Fibrella sp,0.9182,0.0,1e-05,0.418,uniform
Lachnoclostridium sp,0.9922,0.0,0.0,0.105,uniform
Bacteroides caecimuris,0.9984,0.0,0.0,0.135,uniform
Erysipelotrichaceae bacterium,0.9933,0.0,0.0,0.239,uniform
Blautia sp,0.9962,0.0,0.0,0.333,uniform
Pseudoalteromonas luteoviolacea,0.9941,0.0,0.0,0.457,uniform
Bacillus oceanisediminis,0.9951,0.0,0.0,0.214,uniform
Clostridium estertheticum,0.9885,0.0,0.0,0.28,uniform
Niabella ginsenosidivorans,0.9901,0.0,0.0,0.19,uniform
Marinobacterium aestuarii,0.9914,0.0,0.0,0.432,uniform
Arachidicoccus sp,0.9884,0.0,0.0,0.485,uniform
Bacillus weihaiensis,0.9988,0.0,0.0,0.451,uniform
Amycolatopsis orientalis,0.9957,0.0,0.0,0.254,uniform
Xenorhabdus hominickii,0.997,0.0,0.0,0.456,uniform
Minicystis rosea,0.952,0.0,0.0,0.03,uniform
Streptomyces griseochromogenes,0.9974,0.0,0.0,0.208,uniform
Bradyrhizobium icense,0.9984,0.0,0.0,0.307,uniform
Streptomyces lincolnensis,0.9864,0.0,0.0,0.3,uniform
Fictibacillus arsenicus,0.9535,0.0,1e-05,0.403,uniform
Clostridium isatidis,0.9946,0.0,0.0,0.476,uniform
Lentzea guizhouensis,0.9991,0.0,0.0,0.213,uniform
Carnobacterium divergens,0.9958,0.0,0.0,0.323,uniform
Acinetobacter larvae,0.9881,0.0,0.0,0.489,uniform
Flavobacterium anhuiense,0.9984,0.0,0.0,0.28,uniform
Streptococcus himalayensis,0.9884,0.0,0.0,0.339,uniform
Tannerella sp,0.9904,0.0,0.0,0.226,uniform
Bacillus muralis,0.9878,0.0,0.0,0.332,uniform
Pedobacter steynii,0.9634,0.0,0.0,0.223,uniform
Streptomyces puniciscabiei,0.9773,0.0,0.0,0.175,uniform
Clostridium taeniosporum,0.9914,0.0,0.0,0.39,uniform
Geosporobacter ferrireducens,0.9629,0.0,0.0,0.115,uniform
Delftia tsuruhatensis,0.9988,0.0,0.0,0.395,uniform
Polaribacter vadi,0.9938,0.0,0.0,0.289,uniform
Flavobacterium gilvum,0.9289,0.0,1e-05,0.236,uniform
Moorea producens,0.9042,0.0,0.0,0.052,uniform
Clostridium formicaceticum,0.9498,0.0,1e-05,0.233,uniform
Peptococcaceae bacterium,0.9955,0.0,0.0,0.123,uniform
Fuerstia marisgermanicae,0.9898,0.0,0.0,0.274,uniform
Providencia rettgeri,0.9887,0.0,0.0,0.434,uniform
Nonomuraea sp,0.9892,0.0,0.0,0.039,uniform
Paenibacillus crassostreae,0.9739,0.0,0.0,0.395,uniform
Flavobacterium communis,0.9847,0.0,0.0,0.425,uniform
Nocardia seriolae,0.987,0.0,0.0,0.33,uniform
Glaesserella parasuis,0.9974,0.0,0.0,0.093,uniform
Brevibacillus formosus,0.9882,0.0,0.0,0.182,uniform
Acinetobacter bereziniae,0.984,0.0,0.0,0.259,uniform
Paenibacillus xylanexedens,0.9866,0.0,0.0,0.236,uniform
Virgibacillus dokdonensis,0.9524,0.0,0.0,0.16,uniform
Clostridium chauvoei,0.988,0.0,0.0,0.268,uniform
Granulosicoccus antarcticus,0.9987,0.0,0.0,0.341,uniform
Chryseobacterium indologenes,0.9896,0.0,0.0,0.182,uniform
Bacillus cohnii,0.993,0.0,0.0,0.179,uniform
Paludisphaera borealis,0.9975,0.0,0.0,0.393,uniform
Lacinutrix venerupis,0.9879,0.0,0.0,0.494,uniform
Seonamhaeicola sp,0.9993,0.0,0.0,0.166,uniform
Polaribacter reichenbachii,0.9981,0.0,0.0,0.292,uniform
Jeotgalibaca sp,0.9913,0.0,0.0,0.278,uniform
Nostocales cyanobacterium,0.9904,0.0,0.0,0.136,uniform
Brachyspira hampsonii,0.9642,0.0,1e-05,0.39,uniform
Agarilytica rhodophyticola,0.9822,0.0,0.0,0.088,uniform
Spirosoma aerolatum,0.9977,0.0,0.0,0.221,uniform
Candidatus Thiodictyon,0.9852,0.0,0.0,0.431,uniform
Streptococcus equinus,0.9813,0.0,0.0,0.03,uniform
Neisseria mucosa,0.9467,0.0,0.0,0.023,uniform
Colwellia beringensis,0.9408,0.0,1e-05,0.338,uniform
Actinomyces gaoshouyii,0.9962,0.0,0.0,0.045,uniform
Shewanella japonica,0.8947,0.0,2e-05,0.341,uniform
Veillonella atypica,0.9876,0.0,0.0,0.03,uniform
Streptomyces violaceoruber,0.9276,0.0,1e-05,0.483,uniform
Bacillus horikoshii,0.9658,0.0,0.0,0.257,uniform
Sphingobacteriaceae bacterium,0.9979,0.0,0.0,0.308,uniform
Oleiphilus messinensis,0.998,0.0,0.0,0.23,uniform
Cellulomonas sp,0.9953,0.0,0.0,0.475,uniform
Streptomyces albireticuli,0.9959,0.0,0.0,0.449,uniform
Streptomyces alboflavus,0.9973,0.0,0.0,0.486,uniform
Paenibacillus donghaensis,0.9438,0.0,0.0,0.095,uniform
Enterococcus wangshanyuanii,0.9934,0.0,0.0,0.364,uniform
Alkalitalea saponilacus,0.9925,0.0,0.0,0.432,uniform
Bacillus sonorensis,0.9943,0.0,0.0,0.464,uniform
Cystobacter fuscus,0.9862,0.0,0.0,0.131,uniform
Melittangium boletus,0.9303,0.0,1e-05,0.192,uniform
Neisseria sp,0.974,0.0,0.0,0.025,uniform
Capnocytophaga leadbetteri,0.9825,0.0,0.0,0.005,uniform
Capnocytophaga sputigena,0.9993,0.0,0.0,0.123,uniform
Capnocytophaga gingivalis,0.9889,0.0,0.0,0.007,uniform
Bacteroides caccae,0.9892,0.0,0.0,0.285,uniform
Blautia hansenii,0.9983,0.0,0.0,0.38,uniform
Clostridium bolteae,0.9946,0.0,0.0,0.117,uniform
Arenibacter algicola,0.9873,0.0,0.0,0.136,uniform
Fluviicola sp,0.9183,0.0,1e-05,0.387,uniform
Tumebacillus algifaecis,0.8958,0.0,1e-05,0.457,uniform
Ketobacter alkanivorans,0.9876,0.0,0.0,0.345,uniform
Streptomyces formicae,0.9944,0.0,0.0,0.285,uniform
Bacillus kochii,0.9395,0.0,1e-05,0.249,uniform
Chryseobacterium piperi,0.9987,0.0,0.0,0.37,uniform
Glaesserella sp,0.9987,0.0,0.0,0.072,uniform
