Species,r_value,p_value,stError,euclidean,distribution
Streptococcus parasanguinis,0.9813,0.0,0.0,0.005,uniform
Runella slithyformis,0.9978,0.0,0.0,0.498,uniform
Paenibacillus mucilaginosus,0.9976,0.0,0.0,0.377,uniform
Streptococcus pseudopneumoniae,0.9831,0.0,0.0,0.03,uniform
Cyclobacterium marinum,0.9966,0.0,0.0,0.354,uniform
Emticicia oligotrophica,0.999,0.0,0.0,0.397,uniform
Streptococcus lutetiensis,0.7402,0.0,4e-05,0.421,uniform
Clostridium clariflavum,0.9926,0.0,0.0,0.438,uniform
Desulfosporosinus orientis,0.9314,0.0,1e-05,0.279,uniform
Owenweeksia hongkongensis,0.997,0.0,0.0,0.457,uniform
Niastella koreensis,0.9831,0.0,0.0,0.094,uniform
Tannerella forsythia,0.9897,0.0,0.0,0.021,uniform
Clostridium sp,0.9958,0.0,0.0,0.341,uniform
Clostridium pasteurianum,0.9866,0.0,0.0,0.191,uniform
Gottschalkia acidurici,0.8943,0.0,1e-05,0.473,uniform
Bernardetia litoralis,0.9806,0.0,0.0,0.377,uniform
Solitalea canadensis,0.9956,0.0,0.0,0.247,uniform
Singulisphaera acidiphila,0.9978,0.0,0.0,0.445,uniform
Prevotella dentalis,0.9814,0.0,0.0,0.061,uniform
Prevotella intermedia,0.9903,0.0,0.0,0.076,uniform
Rivularia sp,0.997,0.0,0.0,0.084,uniform
Flammeovirga sp,0.9973,0.0,0.0,0.422,uniform
Chroococcidiopsis thermalis,0.9146,0.0,1e-05,0.355,uniform
Oscillatoria acuminata,0.9936,0.0,0.0,0.268,uniform
Oscillatoria nigro,0.9979,0.0,0.0,0.327,uniform
Gloeocapsa sp,0.9956,0.0,0.0,0.413,uniform
Stanieria cyanosphaera,0.9959,0.0,0.0,0.377,uniform
Anabaena cylindrica,0.966,0.0,0.0,0.172,uniform
Bibersteinia trehalosi,0.9945,0.0,0.0,0.164,uniform
Streptococcus constellatus,0.9831,0.0,0.0,0.084,uniform
Paraglaciecola psychrophila,0.9805,0.0,1e-05,0.472,uniform
Streptococcus anginosus,0.9911,0.0,0.0,0.058,uniform
Clostridium saccharoperbutylacetonicum,0.9989,0.0,0.0,0.125,uniform
Streptococcus cristatus,0.954,0.0,0.0,0.006,uniform
Mannheimia haemolytica,0.9967,0.0,0.0,0.066,uniform
Streptococcus iniae,0.9932,0.0,0.0,0.408,uniform
Myxococcus fulvus,0.9859,0.0,0.0,0.413,uniform
Clostridium saccharobutylicum,0.9994,0.0,0.0,0.287,uniform
Streptococcus sp,0.9799,0.0,0.0,0.031,uniform
Carnobacterium inhibens,0.9988,0.0,0.0,0.404,uniform
Lysinibacillus varians,0.999,0.0,0.0,0.348,uniform
Mannheimia sp,0.9977,0.0,0.0,0.13,uniform
Mannheimia varigena,0.9948,0.0,0.0,0.114,uniform
Barnesiella viscericola,0.9907,0.0,0.0,0.202,uniform
Draconibacterium orientale,0.993,0.0,0.0,0.333,uniform
Bacteroides dorei,0.9933,0.0,0.0,0.071,uniform
Bacillus pseudomycoides,0.9886,0.0,0.0,0.267,uniform
Actinobacillus equuli,0.9946,0.0,0.0,0.084,uniform
Neisseria elongata,0.98,0.0,0.0,0.028,uniform
Brevibacillus laterosporus,0.989,0.0,0.0,0.357,uniform
Pelosinus sp,0.9962,0.0,0.0,0.301,uniform
Actinobacillus suis,0.9553,0.0,0.0,0.064,uniform
Treponema sp,0.9784,0.0,0.0,0.015,uniform
Treponema putidum,0.9799,0.0,0.0,0.253,uniform
Paenibacillus odorifer,0.9978,0.0,0.0,0.354,uniform
Parvimonas micra,0.995,0.0,0.0,0.015,uniform
Chryseobacterium gallinarum,0.9987,0.0,0.0,0.389,uniform
Clostridium scatologenes,0.998,0.0,0.0,0.217,uniform
Lysinibacillus fusiformis,0.9609,0.0,1e-05,0.416,uniform
Flavisolibacter tropicus,0.9851,0.0,0.0,0.175,uniform
Archangium gephyra,0.9932,0.0,0.0,0.366,uniform
Bacillus filamentosus,0.9942,0.0,0.0,0.175,uniform
Cyclobacterium amurskyense,0.9902,0.0,0.0,0.265,uniform
Eubacterium sulci,0.9827,0.0,0.0,0.008,uniform
Selenomonas sp,0.9944,0.0,0.0,0.37,uniform
Actinomyces meyeri,0.9917,0.0,0.0,0.03,uniform
Prevotella fusca,0.9842,0.0,0.0,0.007,uniform
Anaerostipes hadrus,0.9856,0.0,1e-05,0.441,uniform
Campylobacter gracilis,0.9952,0.0,0.0,0.295,uniform
Labilithrix luteola,0.9976,0.0,0.0,0.352,uniform
Leptotrichia sp,0.9918,0.0,0.0,0.023,uniform
Capnocytophaga sp,0.9813,0.0,0.0,0.271,uniform
Actinomyces sp,0.9989,0.0,0.0,0.098,uniform
Kibdelosporangium phytohabitans,0.982,0.0,0.0,0.308,uniform
Bacteroides cellulosilyticus,0.9785,0.0,0.0,0.041,uniform
Bacteroides ovatus,0.9996,0.0,0.0,0.068,uniform
Pedobacter sp,0.9896,0.0,0.0,0.369,uniform
Prevotella enoeca,0.9938,0.0,0.0,0.022,uniform
Clostridium butyricum,0.8972,0.0,2e-05,0.459,uniform
Fusobacterium hwasookii,0.9737,0.0,0.0,0.009,uniform
Enterococcus silesiacus,0.992,0.0,0.0,0.297,uniform
Paeniclostridium sordellii,0.9951,0.0,0.0,0.336,uniform
Clostridium argentinense,0.9978,0.0,0.0,0.376,uniform
Actinomyces oris,0.9887,0.0,0.0,0.008,uniform
Gemella sp,0.9919,0.0,0.0,0.035,uniform
Pedobacter cryoconitis,0.988,0.0,0.0,0.381,uniform
Streptococcus marmotae,0.9884,0.0,0.0,0.238,uniform
Lachnoclostridium sp,0.9868,0.0,0.0,0.314,uniform
Bacteroides caecimuris,0.9977,0.0,0.0,0.108,uniform
Parabacteroides sp,0.9833,0.0,0.0,0.298,uniform
Clostridium estertheticum,0.988,0.0,0.0,0.449,uniform
Niabella ginsenosidivorans,0.9876,0.0,0.0,0.454,uniform
Bacillus weihaiensis,0.941,0.0,1e-05,0.406,uniform
Minicystis rosea,0.9982,0.0,0.0,0.119,uniform
Carnobacterium divergens,0.9467,0.0,1e-05,0.248,uniform
Flavobacterium anhuiense,0.9981,0.0,0.0,0.444,uniform
Streptococcus himalayensis,0.9854,0.0,0.0,0.182,uniform
Dialister pneumosintes,0.9964,0.0,0.0,0.129,uniform
Tannerella sp,0.9917,0.0,0.0,0.012,uniform
Clostridium taeniosporum,0.995,0.0,0.0,0.439,uniform
Geosporobacter ferrireducens,0.995,0.0,0.0,0.369,uniform
Polaribacter vadi,0.9942,0.0,0.0,0.385,uniform
Flavobacterium gilvum,0.9891,0.0,0.0,0.488,uniform
Moorea producens,0.9843,0.0,0.0,0.163,uniform
Fuerstia marisgermanicae,0.9978,0.0,0.0,0.331,uniform
Nonomuraea sp,0.9975,0.0,0.0,0.196,uniform
Glaesserella parasuis,0.998,0.0,0.0,0.156,uniform
Paenibacillus xylanexedens,0.9989,0.0,0.0,0.249,uniform
Virgibacillus dokdonensis,0.9364,0.0,1e-05,0.266,uniform
Granulosicoccus antarcticus,0.9956,0.0,0.0,0.344,uniform
Chryseobacterium indologenes,0.9988,0.0,0.0,0.313,uniform
Histophilus somni,0.9984,0.0,0.0,0.4,uniform
Bacillus cohnii,0.9981,0.0,0.0,0.492,uniform
Polaribacter reichenbachii,0.9929,0.0,0.0,0.382,uniform
Jeotgalibaca sp,0.9951,0.0,0.0,0.228,uniform
Nostocales cyanobacterium,0.9804,0.0,0.0,0.388,uniform
Agarilytica rhodophyticola,0.9936,0.0,0.0,0.193,uniform
Spirosoma aerolatum,0.998,0.0,0.0,0.478,uniform
Streptococcus equinus,0.992,0.0,0.0,0.053,uniform
Neisseria mucosa,0.9706,0.0,0.0,0.022,uniform
Veillonella atypica,0.9842,0.0,0.0,0.03,uniform
Bacillus krulwichiae,0.8238,0.0,3e-05,0.487,uniform
Sphingobacteriaceae bacterium,0.9987,0.0,0.0,0.378,uniform
Alkalitalea saponilacus,0.9212,0.0,1e-05,0.307,uniform
Neisseria sp,0.9825,0.0,0.0,0.011,uniform
Capnocytophaga leadbetteri,0.9878,0.0,0.0,0.007,uniform
Capnocytophaga sputigena,0.9911,0.0,0.0,0.007,uniform
Capnocytophaga gingivalis,0.9947,0.0,0.0,0.005,uniform
Bacteroides caccae,0.9965,0.0,0.0,0.082,uniform
Arenibacter algicola,0.988,0.0,0.0,0.404,uniform
Fluviicola sp,0.9866,0.0,0.0,0.418,uniform
Bacillus kochii,0.9775,0.0,0.0,0.312,uniform
Glaesserella sp,0.9985,0.0,0.0,0.106,uniform
Enterococcus thailandicus,0.9925,0.0,0.0,0.365,uniform
Providencia alcalifaciens,0.9859,0.0,0.0,0.496,uniform
Prevotella jejuni,0.9809,0.0,0.0,0.028,uniform
Fusobacterium periodonticum,0.9939,0.0,0.0,0.028,uniform
Nostoc flagelliforme,0.9984,0.0,0.0,0.318,uniform
Spirosoma sp,0.9851,0.0,0.0,0.137,uniform
Olleya sp,0.9944,0.0,0.0,0.288,uniform
Flavivirga eckloniae,0.9832,0.0,0.0,0.206,uniform
Flavobacterium sp,0.9896,0.0,0.0,0.125,uniform
Streptococcus mitis,0.9766,0.0,0.0,0.029,uniform
Neisseria lactamica,0.9941,0.0,0.0,0.027,uniform
Haemophilus parainfluenzae,0.9874,0.0,0.0,0.029,uniform
Streptococcus oralis,0.9781,0.0,0.0,0.031,uniform
Streptococcus salivarius,0.9869,0.0,0.0,0.031,uniform
Streptococcus macedonicus,0.9949,0.0,0.0,0.482,uniform
Carnobacterium maltaromaticum,0.9994,0.0,0.0,0.165,uniform
Kingella kingae,0.9673,0.0,1e-05,0.281,uniform
