Species,r_value,p_value,stError,euclidean,distribution
Treponema denticola,0.893,0.0,0.0,0.03,uniform
Listeria monocytogenes,0.9525,0.0,0.0,0.051,uniform
Methylococcus capsulatus,0.9787,0.0,0.0,0.197,uniform
Bacillus licheniformis,0.9738,0.0,0.0,0.039,uniform
Idiomarina loihiensis,0.8334,0.0,2e-05,0.117,uniform
Legionella pneumophila,0.8847,0.0,1e-05,0.043,uniform
Bacillus thuringiensis,0.9342,0.0,0.0,0.018,uniform
Staphylococcus aureus,0.8814,0.0,0.0,0.004,uniform
Bacillus subtilis,0.9605,0.0,0.0,0.049,uniform
Campylobacter jejuni,0.8698,0.0,2e-05,0.202,uniform
Listeria innocua,0.8839,0.0,1e-05,0.037,uniform
Streptomyces coelicolor,0.9486,0.0,0.0,0.053,uniform
Ralstonia solanacearum,0.9589,0.0,1e-05,0.271,uniform
Nitrosomonas europaea,0.9161,0.0,1e-05,0.183,uniform
Bordetella avium,0.8751,0.0,1e-05,0.27,uniform
Lawsonia intracellularis,0.8154,0.0,3e-05,0.319,uniform
Clostridium difficile,0.9722,0.0,0.0,0.029,uniform
Pseudomonas fluorescens,0.9682,0.0,0.0,0.045,uniform
Rhizobium leguminosarum,0.9647,0.0,0.0,0.076,uniform
Ralstonia eutropha,0.9936,0.0,0.0,0.229,uniform
Helicobacter acinonychis,0.9539,0.0,1e-05,0.41,uniform
Bartonella tribocorum,0.9432,0.0,0.0,0.103,uniform
Listeria welshimeri,0.919,0.0,0.0,0.043,uniform
Yersinia enterocolitica,0.8999,0.0,1e-05,0.053,uniform
Staphylococcus carnosus,0.9741,0.0,0.0,0.055,uniform
Flavobacterium psychrophilum,0.9174,0.0,0.0,0.037,uniform
Saccharopolyspora erythraea,0.9758,0.0,0.0,0.023,uniform
Clavibacter michiganensis,0.934,0.0,1e-05,0.202,uniform
Sorangium cellulosum,0.9808,0.0,0.0,0.006,uniform
Bordetella petrii,0.9766,0.0,0.0,0.069,uniform
Corynebacterium urealyticum,0.9895,0.0,0.0,0.175,uniform
Proteus mirabilis,0.8161,0.0,1e-05,0.021,uniform
Streptococcus uberis,0.9295,0.0,0.0,0.045,uniform
Nocardia farcinica,0.9818,0.0,0.0,0.044,uniform
Bacillus clausii,0.8641,0.0,1e-05,0.03,uniform
Staphylococcus haemolyticus,0.9129,0.0,1e-05,0.046,uniform
Klebsiella pneumoniae,0.9292,0.0,1e-05,0.119,uniform
Symbiobacterium thermophilum,0.9966,0.0,0.0,0.267,uniform
Bacteroides fragilis,0.8905,0.0,0.0,0.002,uniform
Magnetospirillum magneticum,0.9755,0.0,0.0,0.071,uniform
Lactobacillus reuteri,0.9709,0.0,0.0,0.158,uniform
Desulfitobacterium hafniense,0.9533,0.0,0.0,0.01,uniform
Synechococcus elongatus,0.9231,0.0,1e-05,0.317,uniform
Sodalis glossinidius,0.8929,0.0,1e-05,0.072,uniform
Staphylococcus saprophyticus,0.9214,0.0,1e-05,0.053,uniform
Lactobacillus fermentum,0.9606,0.0,1e-05,0.411,uniform
Brevibacillus brevis,0.849,0.0,1e-05,0.013,uniform
Rhodococcus erythropolis,0.9345,0.0,0.0,0.031,uniform
Finegoldia magna,0.9581,0.0,0.0,0.044,uniform
Orientia tsutsugamushi,0.9664,0.0,1e-05,0.256,uniform
Corynebacterium glutamicum,0.9252,0.0,1e-05,0.211,uniform
Clostridium kluyveri,0.9112,0.0,0.0,0.011,uniform
Kocuria rhizophila,0.9819,0.0,0.0,0.144,uniform
Gemmatimonas aurantiaca,0.9513,0.0,0.0,0.088,uniform
Nitratiruptor sp,0.9308,0.0,1e-05,0.14,uniform
Sulfurovum sp,0.9788,0.0,0.0,0.165,uniform
Bifidobacterium adolescentis,0.8438,0.0,3e-05,0.245,uniform
Lactococcus garvieae,0.9387,0.0,0.0,0.06,uniform
Azorhizobium caulinodans,0.9892,0.0,0.0,0.071,uniform
Pelotomaculum thermopropionicum,0.972,0.0,0.0,0.119,uniform
Macrococcus caseolyticus,0.9188,0.0,1e-05,0.096,uniform
Streptomyces griseus,0.9585,0.0,0.0,0.048,uniform
Microcystis aeruginosa,0.8878,0.0,1e-05,0.024,uniform
Candidatus Azobacteroides,0.9456,0.0,1e-05,0.254,uniform
Desulfovibrio magneticus,0.9532,0.0,0.0,0.065,uniform
Streptococcus dysgalactiae,0.9332,0.0,1e-05,0.066,uniform
Azospirillum sp,0.9956,0.0,0.0,0.388,uniform
Kitasatospora setae,0.9544,0.0,0.0,0.019,uniform
Streptococcus intermedius,0.9574,0.0,0.0,0.033,uniform
Hydrogenobacter thermophilus,0.9528,0.0,1e-05,0.277,uniform
Rhodococcus opacus,0.8326,0.0,1e-05,0.024,uniform
Acetobacter pasteurianus,0.924,0.0,1e-05,0.214,uniform
Shewanella violacea,0.9478,0.0,0.0,0.023,uniform
Deferribacter desulfuricans,0.9409,0.0,1e-05,0.059,uniform
Rothia mucilaginosa,0.9312,0.0,0.0,0.028,uniform
Lactobacillus rhamnosus,0.9365,0.0,0.0,0.062,uniform
Erysipelothrix rhusiopathiae,0.9538,0.0,0.0,0.062,uniform
Anaerolinea thermophila,0.9008,0.0,1e-05,0.079,uniform
Acidiphilium multivorum,0.952,0.0,1e-05,0.488,uniform
Oscillibacter valericigenes,0.9239,0.0,0.0,0.021,uniform
Tetragenococcus halophilus,0.7659,0.0,1e-05,0.045,uniform
Arcobacter sp,0.9081,0.0,0.0,0.017,uniform
Amphibacillus xylanus,0.9641,0.0,0.0,0.055,uniform
Caldisericum exile,0.937,0.0,1e-05,0.4,uniform
Microbacterium testaceum,0.9004,0.0,1e-05,0.094,uniform
Streptococcus pasteurianus,0.9338,0.0,0.0,0.041,uniform
Ilumatobacter coccineus,0.9546,0.0,0.0,0.081,uniform
Solibacillus silvestris,0.954,0.0,0.0,0.022,uniform
Komagataeibacter medellinensis,0.9779,0.0,0.0,0.218,uniform
Candidatus Arthromitus,0.9492,0.0,1e-05,0.114,uniform
Microlunatus phosphovorus,0.8039,0.0,1e-05,0.044,uniform
Bradyrhizobium japonicum,0.9798,0.0,0.0,0.015,uniform
Eggerthella sp,0.9625,0.0,0.0,0.088,uniform
Sphingobium sp,0.8385,0.0,2e-05,0.159,uniform
Pseudogulbenkiania sp,0.9421,0.0,0.0,0.079,uniform
Thiolapillus brandeum,0.8254,0.0,2e-05,0.186,uniform
Melissococcus plutonius,0.9923,0.0,0.0,0.093,uniform
Selenomonas ruminantium,0.9378,0.0,0.0,0.009,uniform
Actinoplanes missouriensis,0.9675,0.0,0.0,0.019,uniform
Rubrivivax gelatinosus,0.9022,0.0,1e-05,0.066,uniform
Bifidobacterium catenulatum,0.9398,0.0,1e-05,0.128,uniform
Bifidobacterium pseudocatenulatum,0.9894,0.0,0.0,0.252,uniform
Bifidobacterium scardovii,0.967,0.0,0.0,0.028,uniform
Parascardovia denticolens,0.9342,0.0,0.0,0.06,uniform
Scardovia inopinata,0.9763,0.0,1e-05,0.179,uniform
Caldilinea aerophila,0.9245,0.0,1e-05,0.048,uniform
Phycisphaera mikurensis,0.9951,0.0,0.0,0.208,uniform
Leptospirillum ferrooxidans,0.9722,0.0,0.0,0.243,uniform
Helicobacter cinaedi,0.9627,0.0,1e-05,0.17,uniform
Sulfuritalea hydrogenivorans,0.8558,0.0,2e-05,0.147,uniform
Plautia stali,0.918,0.0,1e-05,0.13,uniform
Bradyrhizobium oligotrophicum,0.9604,0.0,0.0,0.021,uniform
Thermosulfidibacter takaii,0.8694,0.0,2e-05,0.256,uniform
Enterococcus mundtii,0.7657,0.0,1e-05,0.024,uniform
Sulfuricella denitrificans,0.9595,0.0,1e-05,0.223,uniform
Pseudomonas resinovorans,0.9353,0.0,0.0,0.049,uniform
Adlercreutzia equolifaciens,0.8181,0.0,2e-05,0.135,uniform
Pseudothermotoga elfii,0.8782,0.0,2e-05,0.287,uniform
Pseudothermotoga hypogea,0.9542,0.0,1e-05,0.308,uniform
Thermotoga caldifontis,0.9499,0.0,1e-05,0.473,uniform
Thermotoga profunda,0.9521,0.0,1e-05,0.109,uniform
Ichthyobacterium seriolicida,0.9283,0.0,1e-05,0.159,uniform
Comamonadaceae bacterium,0.8995,0.0,2e-05,0.484,uniform
Winogradskyella sp,0.969,0.0,0.0,0.015,uniform
Streptococcus troglodytae,0.9353,0.0,1e-05,0.062,uniform
Alcanivorax sp,0.9962,0.0,0.0,0.255,uniform
Chryseobacterium sp,0.9445,0.0,0.0,0.005,uniform
Acinetobacter guillouiae,0.9447,0.0,0.0,0.015,uniform
Thioploca ingrica,0.9051,0.0,0.0,0.023,uniform
Vibrio tritonius,0.8939,0.0,1e-05,0.046,uniform
Leptolyngbya boryana,0.8139,0.0,1e-05,0.018,uniform
Methyloceanibacter caenitepidi,0.9894,0.0,0.0,0.182,uniform
Lactobacillus hokkaidonensis,0.9188,0.0,1e-05,0.077,uniform
Burkholderiales bacterium,0.9919,0.0,0.0,0.368,uniform
Asaia bogorensis,0.9249,0.0,1e-05,0.204,uniform
Methylobacterium aquaticum,0.9325,0.0,0.0,0.092,uniform
Sulfurospirillum sp,0.9003,0.0,1e-05,0.05,uniform
Sulfurospirillum cavolei,0.9642,0.0,0.0,0.082,uniform
Rhodovulum sulfidophilum,0.9579,0.0,1e-05,0.22,uniform
Lactobacillus acetotolerans,0.8863,0.0,1e-05,0.147,uniform
Geminocystis sp,0.9394,0.0,0.0,0.016,uniform
Candidatus Nitrosoglobus,0.9314,0.0,1e-05,0.365,uniform
Sulfuricaulis limicola,0.9325,0.0,1e-05,0.298,uniform
Limnochorda pilosa,0.9473,0.0,1e-05,0.249,uniform
Sulfurifustis variabilis,0.96,0.0,1e-05,0.165,uniform
Lysobacter enzymogenes,0.9865,0.0,0.0,0.064,uniform
Caldimicrobium thiodismutans,0.5777,0.0,6e-05,0.101,uniform
Variibacter gotjawalensis,0.982,0.0,0.0,0.099,uniform
Fischerella sp,0.9345,0.0,0.0,0.012,uniform
Aneurinibacillus soli,0.9334,0.0,0.0,0.026,uniform
Mucilaginibacter gotjawali,0.9257,0.0,0.0,0.01,uniform
Microcella alkaliphila,0.981,0.0,1e-05,0.422,uniform
Halorhodospira halochloris,0.9494,0.0,1e-05,0.377,uniform
Stanieria sp,0.7627,0.0,0.0,0.009,uniform
Filimonas lacunae,0.8523,0.0,0.0,0.003,uniform
Streptomyces laurentii,0.953,0.0,0.0,0.02,uniform
Aurantimicrobium minutum,0.922,0.0,2e-05,0.251,uniform
Hafnia sp,0.9369,0.0,1e-05,0.097,uniform
Sphingobium cloacae,0.945,0.0,1e-05,0.123,uniform
Actinomyces naeslundii,0.9549,0.0,0.0,0.02,uniform
Rothia aeria,0.9704,0.0,0.0,0.024,uniform
Fusobacterium varium,0.9637,0.0,0.0,0.006,uniform
Neochlamydia sp,0.9697,0.0,0.0,0.092,uniform
Petrimonas sp,0.9078,0.0,1e-05,0.025,uniform
Marinifilaceae bacterium,0.9396,0.0,0.0,0.004,uniform
Thiohalobacter thiocyanaticus,0.9281,0.0,1e-05,0.227,uniform
Mycobacterium shigaense,0.9892,0.0,0.0,0.074,uniform
Mycobacterium stephanolepidis,0.8572,0.0,1e-05,0.091,uniform
Chondrocystis sp,0.861,0.0,0.0,0.017,uniform
Ureibacillus thermosphaericus,0.9356,0.0,0.0,0.027,uniform
Vibrio casei,0.9615,0.0,0.0,0.109,uniform
Vibrio rumoiensis,0.8632,0.0,1e-05,0.083,uniform
Vibrio aphrogenes,0.9701,0.0,1e-05,0.198,uniform
Ferriphaselus amnicola,0.947,0.0,1e-05,0.444,uniform
Aquitalea magnusonii,0.9801,0.0,0.0,0.034,uniform
Bacillus halodurans,0.9206,0.0,0.0,0.029,uniform
Mesorhizobium loti,0.917,0.0,0.0,0.037,uniform
Clostridium perfringens,0.9396,0.0,0.0,0.013,uniform
Nostoc sp,0.9579,0.0,0.0,0.011,uniform
Synechocystis sp,0.9564,0.0,0.0,0.08,uniform
Mycoplasma penetrans,0.8738,0.0,1e-05,0.188,uniform
Oceanobacillus iheyensis,0.9467,0.0,0.0,0.017,uniform
Streptomyces avermitilis,0.845,0.0,1e-05,0.026,uniform
Vibrio parahaemolyticus,0.9023,0.0,1e-05,0.074,uniform
Corynebacterium efficiens,0.9675,0.0,0.0,0.071,uniform
Vibrio vulnificus,0.9453,0.0,0.0,0.071,uniform
Thermosynechococcus elongatus,0.8773,0.0,3e-05,0.378,uniform
Bradyrhizobium diazoefficiens,0.9554,0.0,0.0,0.016,uniform
Geobacillus kaustophilus,0.9486,0.0,1e-05,0.223,uniform
Gloeobacter violaceus,0.9835,0.0,0.0,0.087,uniform
Francisella tularensis,0.9098,0.0,1e-05,0.407,uniform
Rhodopirellula baltica,0.9109,0.0,0.0,0.017,uniform
Corynebacterium diphtheriae,0.9032,0.0,1e-05,0.105,uniform
Mycoplasma mycoides,0.9705,0.0,1e-05,0.481,uniform
Bordetella parapertussis,0.9933,0.0,0.0,0.252,uniform
Bordetella bronchiseptica,0.977,0.0,0.0,0.2,uniform
Photorhabdus luminescens,0.9222,0.0,0.0,0.027,uniform
Wolinella succinogenes,0.9746,0.0,0.0,0.234,uniform
Burkholderia pseudomallei,0.9541,0.0,1e-05,0.306,uniform
Bdellovibrio bacteriovorus,0.8876,0.0,1e-05,0.059,uniform
Bartonella henselae,0.9851,0.0,0.0,0.38,uniform
Bartonella quintana,0.979,0.0,1e-05,0.331,uniform
Erwinia carotovora,0.9565,0.0,0.0,0.074,uniform
Vibrio fischeri,0.8597,0.0,1e-05,0.062,uniform
Streptococcus thermophilus,0.9771,0.0,0.0,0.034,uniform
Dehalococcoides mccartyi,0.9885,0.0,0.0,0.454,uniform
Ruegeria pomeroyi,0.9669,0.0,0.0,0.122,uniform
Lactobacillus acidophilus,0.8245,0.0,1e-05,0.045,uniform
Shigella dysenteriae,0.8738,0.0,1e-05,0.325,uniform
Shigella boydii,0.9701,0.0,1e-05,0.276,uniform
Shigella sonnei,0.9868,0.0,0.0,0.315,uniform
Haemophilus influenzae,0.9124,0.0,1e-05,0.047,uniform
Pseudomonas savastanoi,0.8767,0.0,1e-05,0.053,uniform
Pseudomonas protegens,0.8229,0.0,1e-05,0.03,uniform
Psychrobacter arcticus,0.9883,0.0,0.0,0.141,uniform
Colwellia psychrerythraea,0.9277,0.0,0.0,0.012,uniform
Candidatus Pelagibacter,0.9568,0.0,1e-05,0.216,uniform
Rickettsia bellii,0.9729,0.0,1e-05,0.392,uniform
Thermobifida fusca,0.8923,0.0,1e-05,0.125,uniform
Dechloromonas aromatica,0.8587,0.0,1e-05,0.068,uniform
Chlorobium luteolum,0.988,0.0,0.0,0.479,uniform
Synechococcus sp,0.9621,0.0,1e-05,0.439,uniform
Nitrosospira multiformis,0.9806,0.0,0.0,0.161,uniform
Ehrlichia canis,0.9584,0.0,1e-05,0.244,uniform
Chlorobium chlorochromatii,0.9633,0.0,0.0,0.078,uniform
Thiomicrospira crunogena,0.9312,0.0,1e-05,0.116,uniform
Desulfovibrio alaskensis,0.9513,0.0,1e-05,0.076,uniform
Myxococcus xanthus,0.9494,0.0,0.0,0.021,uniform
Nitrobacter winogradskyi,0.9675,0.0,0.0,0.245,uniform
Thiobacillus denitrificans,0.9708,0.0,1e-05,0.367,uniform
Anabaena variabilis,0.913,0.0,0.0,0.011,uniform
Nitrosococcus oceani,0.9756,0.0,0.0,0.124,uniform
Bacteroides vulgatus,0.9295,0.0,0.0,0.003,uniform
Parabacteroides distasonis,0.9522,0.0,0.0,0.007,uniform
Carboxydothermus hydrogenoformans,0.944,0.0,0.0,0.085,uniform
Pelobacter carbinolicus,0.9249,0.0,1e-05,0.113,uniform
Geobacter metallireducens,0.842,0.0,1e-05,0.1,uniform
Sulfurimonas denitrificans,0.9612,0.0,1e-05,0.084,uniform
Paenibacillus polymyxa,0.8868,0.0,1e-05,0.026,uniform
Hahella chejuensis,0.9793,0.0,0.0,0.016,uniform
Erythrobacter litoralis,0.965,0.0,1e-05,0.45,uniform
Hyphomonas neptunium,0.9558,0.0,1e-05,0.172,uniform
Salinibacter ruber,0.9537,0.0,1e-05,0.292,uniform
Rhodospirillum rubrum,0.9487,0.0,1e-05,0.14,uniform
Moorella thermoacetica,0.7049,0.0,5e-05,0.26,uniform
Lactobacillus salivarius,0.9309,0.0,0.0,0.041,uniform
Ramlibacter tataouinensis,0.9925,0.0,0.0,0.247,uniform
Novosphingobium aromaticivorans,0.9445,0.0,1e-05,0.175,uniform
Frankia casuarinae,0.8892,0.0,1e-05,0.089,uniform
Rhodopseudomonas palustris,0.9673,0.0,0.0,0.079,uniform
Anaeromyxobacter dehalogenans,0.9648,0.0,0.0,0.083,uniform
Syntrophus aciditrophicus,0.9908,0.0,0.0,0.13,uniform
Jannaschia sp,0.8549,0.0,1e-05,0.088,uniform
Rhodoferax ferrireducens,0.9534,0.0,0.0,0.057,uniform
Janthinobacterium sp,0.9347,0.0,0.0,0.067,uniform
Paraburkholderia xenovorans,0.9875,0.0,0.0,0.127,uniform
Saccharophagus degradans,0.9523,0.0,0.0,0.023,uniform
Methylobacillus flagellatus,0.9156,0.0,1e-05,0.151,uniform
Chromohalobacter salexigens,0.9619,0.0,1e-05,0.168,uniform
Shewanella denitrificans,0.9628,0.0,0.0,0.03,uniform
Pseudomonas stutzeri,0.9869,0.0,0.0,0.08,uniform
Polaromonas sp,0.9686,0.0,0.0,0.054,uniform
Nitrobacter hamburgensis,0.9141,0.0,1e-05,0.11,uniform
Psychrobacter cryohalolentis,0.8887,0.0,1e-05,0.061,uniform
Mycobacterium ulcerans,0.9959,0.0,0.0,0.156,uniform
Leptospira borgpetersenii,0.8309,0.0,1e-05,0.071,uniform
Cupriavidus metallidurans,0.9904,0.0,0.0,0.162,uniform
Sphingopyxis alaskensis,0.9641,0.0,1e-05,0.262,uniform
Deinococcus geothermalis,0.7884,0.0,4e-05,0.421,uniform
Candidatus Koribacter,0.9103,0.0,0.0,0.035,uniform
Arcobacter butzleri,0.9255,0.0,0.0,0.04,uniform
Roseobacter denitrificans,0.8194,0.0,1e-05,0.102,uniform
Ruegeria sp,0.9081,0.0,1e-05,0.274,uniform
Clostridium novyi,0.8822,0.0,0.0,0.022,uniform
Cytophaga hutchinsonii,0.9149,0.0,0.0,0.016,uniform
Mycobacterium sp,0.9328,0.0,0.0,0.09,uniform
Rubrobacter xylanophilus,0.9868,0.0,0.0,0.44,uniform
Streptococcus sanguinis,0.9693,0.0,0.0,0.026,uniform
Pseudoalteromonas atlantica,0.9131,0.0,0.0,0.023,uniform
Chelativorans sp,0.9908,0.0,0.0,0.119,uniform
Trichodesmium erythraeum,0.9222,0.0,0.0,0.003,uniform
Granulibacter bethesdensis,0.8901,0.0,2e-05,0.22,uniform
Streptococcus suis,0.8178,0.0,1e-05,0.024,uniform
Oenococcus oeni,0.822,0.0,3e-05,0.221,uniform
Lactobacillus delbrueckii,0.9735,0.0,1e-05,0.437,uniform
Lactobacillus gasseri,0.8895,0.0,0.0,0.02,uniform
Leuconostoc mesenteroides,0.9238,0.0,1e-05,0.117,uniform
Lactobacillus brevis,0.9715,0.0,1e-05,0.165,uniform
Pediococcus pentosaceus,0.9775,0.0,0.0,0.141,uniform
Lactobacillus paracasei,0.9277,0.0,1e-05,0.189,uniform
Rhodococcus jostii,0.9671,0.0,0.0,0.028,uniform
Haemophilus somnus,0.9658,0.0,1e-05,0.173,uniform
Shewanella sp,0.8253,0.0,1e-05,0.051,uniform
Shewanella frigidimarina,0.7197,0.0,1e-05,0.017,uniform
Syntrophomonas wolfei,0.9561,0.0,0.0,0.07,uniform
Maricaulis maris,0.986,0.0,0.0,0.247,uniform
Nitrosomonas eutropha,0.9053,0.0,1e-05,0.185,uniform
Alkalilimnicola ehrlichii,0.8977,0.0,2e-05,0.368,uniform
Arthrobacter sp,0.8713,0.0,1e-05,0.037,uniform
Aeromonas hydrophila,0.8503,0.0,1e-05,0.089,uniform
Magnetococcus marinus,0.9595,0.0,0.0,0.054,uniform
Shewanella piezotolerans,0.8826,0.0,0.0,0.019,uniform
Candidatus Solibacter,0.953,0.0,0.0,0.009,uniform
Paenarthrobacter aurescens,0.9636,0.0,0.0,0.041,uniform
Syntrophobacter fumaroxidans,0.9033,0.0,1e-05,0.062,uniform
Mycobacterium smegmatis,0.9771,0.0,0.0,0.062,uniform
Pelobacter propionicus,0.9589,0.0,0.0,0.068,uniform
Campylobacter fetus,0.9526,0.0,1e-05,0.19,uniform
Candidatus Ruthia,0.951,0.0,1e-05,0.425,uniform
Chlorobium phaeobacteroides,0.9714,0.0,0.0,0.125,uniform
Bradyrhizobium sp,0.8681,0.0,0.0,0.019,uniform
Shewanella amazonensis,0.9267,0.0,0.0,0.048,uniform
Nocardioides sp,0.9648,0.0,0.0,0.093,uniform
Psychromonas ingrahamii,0.8037,0.0,1e-05,0.02,uniform
Mycobacterium vanbaalenii,0.7298,0.0,1e-05,0.042,uniform
Acidovorax citrulli,0.9908,0.0,0.0,0.102,uniform
Marinobacter hydrocarbonoclasticus,0.9865,0.0,0.0,0.086,uniform
Lactobacillus helveticus,0.9558,0.0,0.0,0.094,uniform
Acinetobacter baumannii,0.959,0.0,0.0,0.036,uniform
Bartonella bacilliformis,0.9837,0.0,0.0,0.386,uniform
Desulfovibrio vulgaris,0.951,0.0,1e-05,0.151,uniform
Polaromonas naphthalenivorans,0.9936,0.0,0.0,0.096,uniform
Acidovorax sp,0.9329,0.0,1e-05,0.247,uniform
Verminephrobacter eiseniae,0.9517,0.0,0.0,0.047,uniform
Halorhodospira halophila,0.7857,0.0,4e-05,0.497,uniform
Methylibium petroleiphilum,0.9869,0.0,0.0,0.346,uniform
Geobacillus thermodenitrificans,0.9035,0.0,1e-05,0.077,uniform
Bacillus amyloliquefaciens,0.9921,0.0,0.0,0.134,uniform
Shewanella baltica,0.977,0.0,0.0,0.03,uniform
Ruminiclostridium thermocellum,0.936,0.0,0.0,0.018,uniform
Actinobacillus pleuropneumoniae,0.9103,0.0,1e-05,0.13,uniform
Rhodobacter sphaeroides,0.9296,0.0,1e-05,0.33,uniform
Shewanella loihica,0.9845,0.0,0.0,0.041,uniform
Chlorobium phaeovibrioides,0.9144,0.0,2e-05,0.317,uniform
Desulfotomaculum reducens,0.9219,0.0,0.0,0.039,uniform
Rhodospirillum centenum,0.9071,0.0,1e-05,0.213,uniform
Burkholderia vietnamiensis,0.9501,0.0,1e-05,0.482,uniform
Agrobacterium radiobacter,0.8072,0.0,1e-05,0.107,uniform
Agrobacterium vitis,0.9465,0.0,1e-05,0.167,uniform
Aeromonas salmonicida,0.8845,0.0,1e-05,0.093,uniform
Enterobacter sp,0.8978,0.0,1e-05,0.06,uniform
Polynucleobacter asymbioticus,0.7963,0.0,2e-05,0.153,uniform
Mycobacterium gilvum,0.9181,0.0,0.0,0.065,uniform
Salinispora tropica,0.9883,0.0,0.0,0.086,uniform
Caldicellulosiruptor saccharolyticus,0.9258,0.0,0.0,0.034,uniform
Pseudomonas mendocina,0.9852,0.0,0.0,0.067,uniform
Shewanella putrefaciens,0.9382,0.0,0.0,0.021,uniform
Flavobacterium johnsoniae,0.8856,0.0,0.0,0.004,uniform
Roseiflexus sp,0.9823,0.0,0.0,0.043,uniform
Geobacter uraniireducens,0.7898,0.0,1e-05,0.032,uniform
Sphingomonas wittichii,0.9904,0.0,0.0,0.065,uniform
Psychrobacter sp,0.9684,0.0,0.0,0.098,uniform
Thermosipho melanesiensis,0.9083,0.0,1e-05,0.081,uniform
Yersinia pseudotuberculosis,0.9668,0.0,0.0,0.096,uniform
Clostridium beijerinckii,0.9203,0.0,0.0,0.002,uniform
Alkaliphilus metalliredigens,0.9569,0.0,0.0,0.009,uniform
Streptococcus gordonii,0.9612,0.0,0.0,0.028,uniform
Clostridium botulinum,0.9466,0.0,0.0,0.01,uniform
Sinorhizobium medicae,0.8874,0.0,1e-05,0.204,uniform
Actinobacillus succinogenes,0.99,0.0,0.0,0.2,uniform
Phenylobacterium zucineum,0.9452,0.0,1e-05,0.188,uniform
Marinomonas sp,0.9548,0.0,0.0,0.02,uniform
Kineococcus radiotolerans,0.9352,0.0,1e-05,0.066,uniform
Ochrobactrum anthropi,0.9465,0.0,1e-05,0.312,uniform
Bacillus cytotoxicus,0.8605,0.0,0.0,0.015,uniform
Campylobacter curvus,0.7832,0.0,2e-05,0.12,uniform
Anaeromyxobacter sp,0.9362,0.0,0.0,0.063,uniform
Fervidobacterium nodosum,0.8197,0.0,2e-05,0.147,uniform
Parvibaculum lavamentivorans,0.9356,0.0,1e-05,0.159,uniform
Campylobacter hominis,0.9497,0.0,1e-05,0.135,uniform
Leptospira biflexa,0.8959,0.0,1e-05,0.044,uniform
